s,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,Total,NITROGEN,OXYGEN,CARBON DIOXIDE,WATER VAPOR,CARBON MONOXIDE,SOOT,HYDROGEN,HYDROGEN CYANIDE,HEPTAN_SURROGATE,LUMPED AIR,LUMPED HEPTAN_SURROGATE,LUMPED PRODUCTS
 2.8800308E+002, 5.7465889E+001, 4.3680614E+001, 1.2787897E+001, 4.3105959E-001, 5.6161926E-001, 1.3150901E-003, 2.8931982E-003, 0.0000000E+000, 0.0000000E+000, 4.9013458E-004, 5.5403532E+001, 4.9013458E-004, 2.0618668E+000
 2.8900299E+002, 5.7466396E+001, 4.3680614E+001, 1.2786182E+001, 4.3258840E-001, 5.6229549E-001, 1.3201521E-003, 2.9043347E-003, 0.0000000E+000, 0.0000000E+000, 4.9078592E-004, 5.5396102E+001, 4.9078592E-004, 2.0698034E+000
 2.9000955E+002, 5.7466902E+001, 4.3680614E+001, 1.2784335E+001, 4.3423518E-001, 5.6302389E-001, 1.3256048E-003, 2.9163306E-003, 0.0000000E+000, 0.0000000E+000, 4.5182061E-004, 5.5388098E+001, 4.5182061E-004, 2.0783523E+000
 2.9101215E+002, 5.7467409E+001, 4.3680614E+001, 1.2782830E+001, 4.3557705E-001, 5.6361742E-001, 1.3300479E-003, 2.9261053E-003, 0.0000000E+000, 0.0000000E+000, 5.1406773E-004, 5.5381576E+001, 5.1406773E-004, 2.0853184E+000
 2.9201041E+002, 5.7467912E+001, 4.3680614E+001, 1.2781204E+001, 4.3702571E-001, 5.6425819E-001, 1.3348445E-003, 2.9366580E-003, 0.0000000E+000, 0.0000000E+000, 5.3753907E-004, 5.5374535E+001, 5.3753907E-004, 2.0928389E+000
 2.9302142E+002, 5.7468418E+001, 4.3680614E+001, 1.2779631E+001, 4.3842807E-001, 5.6487848E-001, 1.3394879E-003, 2.9468733E-003, 0.0000000E+000, 0.0000000E+000, 5.7927980E-004, 5.5367719E+001, 5.7927980E-004, 2.1001190E+000
 2.9402109E+002, 5.7468924E+001, 4.3680614E+001, 1.2778072E+001, 4.3981786E-001, 5.6549321E-001, 1.3440896E-003, 2.9569972E-003, 0.0000000E+000, 0.0000000E+000, 6.2560942E-004, 5.5360965E+001, 6.2560942E-004, 2.1073338E+000
 2.9500952E+002, 5.7469424E+001, 4.3680614E+001, 1.2776333E+001, 4.4136803E-001, 5.6617888E-001, 1.3492224E-003, 2.9682893E-003, 0.0000000E+000, 0.0000000E+000, 6.1252754E-004, 5.5353431E+001, 6.1252754E-004, 2.1153812E+000
 2.9601031E+002, 5.7469924E+001, 4.3680614E+001, 1.2774591E+001, 4.4292079E-001, 5.6686569E-001, 1.3543637E-003, 2.9796002E-003, 0.0000000E+000, 0.0000000E+000, 5.9831970E-004, 5.5345884E+001, 5.9831970E-004, 2.1234421E+000
 2.9702069E+002, 5.7470427E+001, 4.3680614E+001, 1.2772753E+001, 4.4455965E-001, 5.6759059E-001, 1.3597902E-003, 2.9915384E-003, 0.0000000E+000, 0.0000000E+000, 5.5864108E-004, 5.5337919E+001, 5.5864108E-004, 2.1319500E+000
 2.9801221E+002, 5.7470925E+001, 4.3680614E+001, 1.2771040E+001, 4.4608658E-001, 5.6826599E-001, 1.3648460E-003, 3.0026612E-003, 0.0000000E+000, 0.0000000E+000, 5.5107544E-004, 5.5330498E+001, 5.5107544E-004, 2.1398768E+000
 2.9902200E+002, 5.7471420E+001, 4.3680614E+001, 1.2769751E+001, 4.4723598E-001, 5.6877439E-001, 1.3686518E-003, 3.0110340E-003, 0.0000000E+000, 0.0000000E+000, 6.6492214E-004, 5.5324911E+001, 6.6492214E-004, 2.1458437E+000
 3.0000345E+002, 5.7471907E+001, 4.3680614E+001, 1.2768240E+001, 4.4858248E-001, 5.6936997E-001, 1.3731102E-003, 3.0208425E-003, 0.0000000E+000, 0.0000000E+000, 7.0638688E-004, 5.5318367E+001, 7.0638688E-004, 2.1528338E+000
 3.0100220E+002, 5.7472386E+001, 4.3680614E+001, 1.2766200E+001, 4.5040141E-001, 5.7017452E-001, 1.3791329E-003, 3.0340924E-003, 0.0000000E+000, 0.0000000E+000, 5.8296390E-004, 5.5309527E+001, 5.8296390E-004, 2.1622765E+000
 3.0201065E+002, 5.7472868E+001, 4.3680614E+001, 1.2764515E+001, 4.5190276E-001, 5.7083859E-001, 1.3841040E-003, 3.0450288E-003, 0.0000000E+000, 0.0000000E+000, 5.6743384E-004, 5.5302230E+001, 5.6743384E-004, 2.1700704E+000
 3.0302231E+002, 5.7473347E+001, 4.3680614E+001, 1.2763312E+001, 4.5297549E-001, 5.7131308E-001, 1.3876559E-003, 3.0528430E-003, 0.0000000E+000, 0.0000000E+000, 6.9158908E-004, 5.5297016E+001, 6.9158908E-004, 2.1756393E+000
 3.0401453E+002, 5.7473815E+001, 4.3680614E+001, 1.2761662E+001, 4.5444656E-001, 5.7196376E-001, 1.3925268E-003, 3.0635589E-003, 0.0000000E+000, 0.0000000E+000, 6.7221376E-004, 5.5289866E+001, 6.7221376E-004, 2.1832761E+000
 3.0501617E+002, 5.7474274E+001, 4.3680614E+001, 1.2760012E+001, 4.5591699E-001, 5.7261416E-001, 1.3973955E-003, 3.0742702E-003, 0.0000000E+000, 0.0000000E+000, 6.4496471E-004, 5.5282720E+001, 6.4496471E-004, 2.1909096E+000
 3.0601517E+002, 5.7474729E+001, 4.3680614E+001, 1.2758584E+001, 4.5719005E-001, 5.7317726E-001, 1.4016108E-003, 3.0835437E-003, 0.0000000E+000, 0.0000000E+000, 6.7870135E-004, 5.5276532E+001, 6.7870135E-004, 2.1975185E+000
 3.0701453E+002, 5.7475178E+001, 4.3680614E+001, 1.2757197E+001, 4.5842690E-001, 5.7372434E-001, 1.4057061E-003, 3.0925534E-003, 0.0000000E+000, 0.0000000E+000, 7.1749375E-004, 5.5270521E+001, 7.1749375E-004, 2.2039393E+000
 3.0801306E+002, 5.7475620E+001, 4.3680614E+001, 1.2755538E+001, 4.5990500E-001, 5.7437814E-001, 1.4106003E-003, 3.1033206E-003, 0.0000000E+000, 0.0000000E+000, 6.6983326E-004, 5.5263337E+001, 6.6983326E-004, 2.2116127E+000
 3.0900598E+002, 5.7476053E+001, 4.3680614E+001, 1.2753587E+001, 4.6164428E-001, 5.7514745E-001, 1.4163592E-003, 3.1159902E-003, 0.0000000E+000, 0.0000000E+000, 5.2773119E-004, 5.5254884E+001, 5.2773119E-004, 2.2206418E+000
 3.1001230E+002, 5.7476483E+001, 4.3680614E+001, 1.2751736E+001, 4.6329427E-001, 5.7587728E-001, 1.4218225E-003, 3.1280095E-003, 0.0000000E+000, 0.0000000E+000, 4.1074515E-004, 5.5246864E+001, 4.1074515E-004, 2.2292075E+000
 3.1101080E+002, 5.7476908E+001, 4.3680614E+001, 1.2750210E+001, 4.6465489E-001, 5.7647910E-001, 1.4263276E-003, 3.1379208E-003, 0.0000000E+000, 0.0000000E+000, 3.8504399E-004, 5.5240252E+001, 3.8504399E-004, 2.2362709E+000
 3.1201315E+002, 5.7477327E+001, 4.3680614E+001, 1.2748868E+001, 4.6585145E-001, 5.7700836E-001, 1.4302896E-003, 3.1466371E-003, 0.0000000E+000, 0.0000000E+000, 4.0882877E-004, 5.5234436E+001, 4.0882877E-004, 2.2424826E+000
 3.1300089E+002, 5.7477742E+001, 4.3680614E+001, 1.2747446E+001, 4.6711855E-001, 5.7756882E-001, 1.4344851E-003, 3.1558672E-003, 0.0000000E+000, 0.0000000E+000, 4.0362027E-004, 5.5228278E+001, 4.0362027E-004, 2.2490605E+000
 3.1400705E+002, 5.7478155E+001, 4.3680614E+001, 1.2745950E+001, 4.6845237E-001, 5.7815880E-001, 1.4389015E-003, 3.1655833E-003, 0.0000000E+000, 0.0000000E+000, 3.7487387E-004, 5.5221795E+001, 3.7487387E-004, 2.2559848E+000
 3.1501556E+002, 5.7478570E+001, 4.3680614E+001, 1.2744549E+001, 4.6970098E-001, 5.7871108E-001, 1.4430358E-003, 3.1746787E-003, 0.0000000E+000, 0.0000000E+000, 3.7661756E-004, 5.5215727E+001, 3.7661756E-004, 2.2624668E+000
 3.1601312E+002, 5.7478983E+001, 4.3680614E+001, 1.2742899E+001, 4.7117221E-001, 5.7936184E-001, 1.4479072E-003, 3.1853958E-003, 0.0000000E+000, 0.0000000E+000, 3.0218448E-004, 5.5208576E+001, 3.0218448E-004, 2.2701044E+000
 3.1702362E+002, 5.7479394E+001, 4.3680614E+001, 1.2741657E+001, 4.7227920E-001, 5.7985148E-001, 1.4515725E-003, 3.1934596E-003, 0.0000000E+000, 0.0000000E+000, 3.4684327E-004, 5.5203196E+001, 3.4684327E-004, 2.2758511E+000
 3.1801645E+002, 5.7479800E+001, 4.3680614E+001, 1.2740381E+001, 4.7341701E-001, 5.8035475E-001, 1.4553399E-003, 3.2017479E-003, 0.0000000E+000, 0.0000000E+000, 3.7597906E-004, 5.5197666E+001, 3.7597906E-004, 2.2817579E+000
 3.1901019E+002, 5.7480195E+001, 4.3680614E+001, 1.2739052E+001, 4.7460113E-001, 5.8087851E-001, 1.4592607E-003, 3.2103735E-003, 0.0000000E+000, 0.0000000E+000, 3.7948056E-004, 5.5191911E+001, 3.7948056E-004, 2.2879050E+000
 3.2000336E+002, 5.7480581E+001, 4.3680614E+001, 1.2737714E+001, 4.7579394E-001, 5.8140612E-001, 1.4632102E-003, 3.2190625E-003, 0.0000000E+000, 0.0000000E+000, 3.7000459E-004, 5.5186114E+001, 3.7000459E-004, 2.2940973E+000
 3.2100919E+002, 5.7480956E+001, 4.3680614E+001, 1.2736268E+001, 4.7708287E-001, 5.8197623E-001, 1.4674780E-003, 3.2284516E-003, 0.0000000E+000, 0.0000000E+000, 3.1796180E-004, 5.5179849E+001, 3.1796180E-004, 2.3007885E+000
 3.2200797E+002, 5.7481317E+001, 4.3680614E+001, 1.2735095E+001, 4.7812905E-001, 5.8243898E-001, 1.4709420E-003, 3.2360724E-003, 0.0000000E+000, 0.0000000E+000, 3.3252047E-004, 5.5174765E+001, 3.3252047E-004, 2.3062196E+000
 3.2301285E+002, 5.7481661E+001, 4.3680614E+001, 1.2733878E+001, 4.7921371E-001, 5.8291875E-001, 1.4745334E-003, 3.2439736E-003, 0.0000000E+000, 0.0000000E+000, 3.1741540E-004, 5.5169493E+001, 3.1741540E-004, 2.3118504E+000
 3.2400546E+002, 5.7481984E+001, 4.3680615E+001, 1.2732727E+001, 4.8023981E-001, 5.8337261E-001, 1.4779310E-003, 3.2514481E-003, 0.0000000E+000, 0.0000000E+000, 3.0130274E-004, 5.5164506E+001, 3.0130274E-004, 2.3171772E+000
 3.2501334E+002, 5.7482290E+001, 4.3680615E+001, 1.2731701E+001, 4.8115459E-001, 5.8377723E-001, 1.4809599E-003, 3.2581117E-003, 0.0000000E+000, 0.0000000E+000, 3.0349381E-004, 5.5160060E+001, 3.0349381E-004, 2.3219261E+000
 3.2600690E+002, 5.7482573E+001, 4.3680615E+001, 1.2730698E+001, 4.8204833E-001, 5.8417255E-001, 1.4839191E-003, 3.2646221E-003, 0.0000000E+000, 0.0000000E+000, 2.9096957E-004, 5.5155716E+001, 2.9096957E-004, 2.3265658E+000
 3.2702396E+002, 5.7482836E+001, 4.3680615E+001, 1.2729727E+001, 4.8291389E-001, 5.8455541E-001, 1.4867851E-003, 3.2709273E-003, 0.0000000E+000, 0.0000000E+000, 2.6787341E-004, 5.5151509E+001, 2.6787341E-004, 2.3310593E+000
 3.2800833E+002, 5.7483075E+001, 4.3680615E+001, 1.2728944E+001, 4.8361154E-001, 5.8486399E-001, 1.4890951E-003, 3.2760092E-003, 0.0000000E+000, 0.0000000E+000, 2.7493490E-004, 5.5148119E+001, 2.7493490E-004, 2.3346810E+000
 3.2900690E+002, 5.7483285E+001, 4.3680615E+001, 1.2728077E+001, 4.8438512E-001, 5.8520616E-001, 1.4916565E-003, 3.2816443E-003, 0.0000000E+000, 0.0000000E+000, 2.2970913E-004, 5.5144359E+001, 2.2970913E-004, 2.3386969E+000
 3.3001749E+002, 5.7483472E+001, 4.3680615E+001, 1.2727336E+001, 4.8504539E-001, 5.8549821E-001, 1.4938428E-003, 3.2864541E-003, 0.0000000E+000, 0.0000000E+000, 1.9789781E-004, 5.5141150E+001, 1.9789781E-004, 2.3421246E+000
 3.3100607E+002, 5.7483630E+001, 4.3680615E+001, 1.2726665E+001, 4.8564341E-001, 5.8576272E-001, 1.4958228E-003, 3.2908102E-003, 0.0000000E+000, 0.0000000E+000, 1.5777053E-004, 5.5138243E+001, 1.5777053E-004, 2.3452290E+000
 3.3201065E+002, 5.7483757E+001, 4.3680615E+001, 1.2726116E+001, 4.8613301E-001, 5.8597929E-001, 1.4974440E-003, 3.2943767E-003, 0.0000000E+000, 0.0000000E+000, 1.2256533E-004, 5.5135864E+001, 1.2256533E-004, 2.3477708E+000
 3.3302008E+002, 5.7483854E+001, 4.3680615E+001, 1.2725671E+001, 4.8652924E-001, 5.8615455E-001, 1.4987559E-003, 3.2972630E-003, 0.0000000E+000, 0.0000000E+000, 8.8490409E-005, 5.5133938E+001, 8.8490409E-005, 2.3498277E+000
 3.3400876E+002, 5.7483917E+001, 4.3680615E+001, 1.2725364E+001, 4.8680358E-001, 5.8627589E-001, 1.4996643E-003, 3.2992615E-003, 0.0000000E+000, 0.0000000E+000, 6.0296853E-005, 5.5132605E+001, 6.0296853E-005, 2.3512519E+000
 3.3504840E+002, 5.7483947E+001, 4.3680615E+001, 1.2725125E+001, 4.8701647E-001, 5.8637006E-001, 1.5003692E-003, 3.3008122E-003, 0.0000000E+000, 0.0000000E+000, 1.9497118E-005, 5.5131570E+001, 1.9497118E-005, 2.3523571E+000
 3.3600421E+002, 5.7483951E+001, 4.3680615E+001, 1.2725057E+001, 4.8707701E-001, 5.8639684E-001, 1.5005697E-003, 3.3012532E-003, 0.0000000E+000, 0.0000000E+000, 4.0195808E-006, 5.5131276E+001, 4.0195808E-006, 2.3526714E+000
 3.3705215E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708910E-001, 5.8640218E-001, 1.5006097E-003, 3.3013413E-003, 0.0000000E+000, 0.0000000E+000, 1.4315328E-008, 5.5131217E+001, 1.4315328E-008, 2.3527341E+000
 3.3805295E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708913E-001, 5.8640220E-001, 1.5006098E-003, 3.3013415E-003, 0.0000000E+000, 0.0000000E+000, 5.2297914E-009, 5.5131217E+001, 5.2297914E-009, 2.3527343E+000
 3.3906540E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708912E-001, 5.8640219E-001, 1.5006098E-003, 3.3013415E-003, 0.0000000E+000, 0.0000000E+000, 5.2291961E-009, 5.5131217E+001, 5.2291961E-009, 2.3527342E+000
 3.4003583E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708910E-001, 5.8640218E-001, 1.5006097E-003, 3.3013413E-003, 0.0000000E+000, 0.0000000E+000, 5.2291954E-009, 5.5131217E+001, 5.2291954E-009, 2.3527341E+000
 3.4105707E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708912E-001, 5.8640219E-001, 1.5006097E-003, 3.3013414E-003, 0.0000000E+000, 0.0000000E+000, 5.2291959E-009, 5.5131217E+001, 5.2291959E-009, 2.3527342E+000
 3.4201569E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708910E-001, 5.8640218E-001, 1.5006097E-003, 3.3013413E-003, 0.0000000E+000, 0.0000000E+000, 5.2291956E-009, 5.5131217E+001, 5.2291956E-009, 2.3527341E+000
 3.4302866E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708909E-001, 5.8640218E-001, 1.5006096E-003, 3.3013412E-003, 0.0000000E+000, 0.0000000E+000, 5.2291954E-009, 5.5131217E+001, 5.2291954E-009, 2.3527341E+000
 3.4404874E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708910E-001, 5.8640218E-001, 1.5006097E-003, 3.3013413E-003, 0.0000000E+000, 0.0000000E+000, 5.2291955E-009, 5.5131217E+001, 5.2291955E-009, 2.3527341E+000
 3.4500735E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708906E-001, 5.8640216E-001, 1.5006095E-003, 3.3013410E-003, 0.0000000E+000, 0.0000000E+000, 5.2291951E-009, 5.5131217E+001, 5.2291951E-009, 2.3527339E+000
 3.4604056E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708907E-001, 5.8640217E-001, 1.5006096E-003, 3.3013411E-003, 0.0000000E+000, 0.0000000E+000, 5.2291952E-009, 5.5131217E+001, 5.2291952E-009, 2.3527340E+000
 3.4704001E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708908E-001, 5.8640217E-001, 1.5006096E-003, 3.3013412E-003, 0.0000000E+000, 0.0000000E+000, 5.2291952E-009, 5.5131217E+001, 5.2291952E-009, 2.3527340E+000
 3.4804263E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708909E-001, 5.8640218E-001, 1.5006097E-003, 3.3013413E-003, 0.0000000E+000, 0.0000000E+000, 5.2291953E-009, 5.5131217E+001, 5.2291953E-009, 2.3527341E+000
 3.4905014E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708909E-001, 5.8640218E-001, 1.5006097E-003, 3.3013413E-003, 0.0000000E+000, 0.0000000E+000, 5.2291953E-009, 5.5131217E+001, 5.2291953E-009, 2.3527341E+000
 3.5001910E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708909E-001, 5.8640218E-001, 1.5006096E-003, 3.3013412E-003, 0.0000000E+000, 0.0000000E+000, 5.2291953E-009, 5.5131217E+001, 5.2291953E-009, 2.3527341E+000
 3.5103650E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708906E-001, 5.8640216E-001, 1.5006095E-003, 3.3013410E-003, 0.0000000E+000, 0.0000000E+000, 5.2291951E-009, 5.5131217E+001, 5.2291951E-009, 2.3527339E+000
 3.5207501E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708900E-001, 5.8640214E-001, 1.5006093E-003, 3.3013405E-003, 0.0000000E+000, 0.0000000E+000, 5.2291948E-009, 5.5131218E+001, 5.2291948E-009, 2.3527336E+000
 3.5303360E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708904E-001, 5.8640215E-001, 1.5006095E-003, 3.3013408E-003, 0.0000000E+000, 0.0000000E+000, 5.2291950E-009, 5.5131217E+001, 5.2291950E-009, 2.3527338E+000
 3.5407211E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708902E-001, 5.8640215E-001, 1.5006094E-003, 3.3013407E-003, 0.0000000E+000, 0.0000000E+000, 5.2291948E-009, 5.5131217E+001, 5.2291948E-009, 2.3527337E+000
 3.5503073E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708898E-001, 5.8640213E-001, 1.5006093E-003, 3.3013405E-003, 0.0000000E+000, 0.0000000E+000, 5.2291946E-009, 5.5131218E+001, 5.2291946E-009, 2.3527335E+000
 3.5606921E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708901E-001, 5.8640214E-001, 1.5006094E-003, 3.3013407E-003, 0.0000000E+000, 0.0000000E+000, 5.2291948E-009, 5.5131217E+001, 5.2291948E-009, 2.3527337E+000
 3.5703235E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708902E-001, 5.8640215E-001, 1.5006094E-003, 3.3013407E-003, 0.0000000E+000, 0.0000000E+000, 5.2291949E-009, 5.5131217E+001, 5.2291949E-009, 2.3527337E+000
 3.5807083E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708903E-001, 5.8640215E-001, 1.5006094E-003, 3.3013408E-003, 0.0000000E+000, 0.0000000E+000, 5.2291949E-009, 5.5131217E+001, 5.2291949E-009, 2.3527338E+000
 3.5902945E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708903E-001, 5.8640215E-001, 1.5006094E-003, 3.3013408E-003, 0.0000000E+000, 0.0000000E+000, 5.2291949E-009, 5.5131217E+001, 5.2291949E-009, 2.3527337E+000
 3.6000000E+002, 5.7483951E+001, 4.3680615E+001, 1.2725043E+001, 4.8708901E-001, 5.8640214E-001, 1.5006094E-003, 3.3013406E-003, 0.0000000E+000, 0.0000000E+000, 5.2291948E-009, 5.5131217E+001, 5.2291948E-009, 2.3527337E+000
