s,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,Total,NITROGEN,OXYGEN,CARBON DIOXIDE,WATER VAPOR,CARBON MONOXIDE,SOOT,HYDROGEN,HYDROGEN CYANIDE,HEPTAN_SURROGATE,LUMPED AIR,LUMPED HEPTAN_SURROGATE,LUMPED PRODUCTS
 9.2003807E+001, 5.7364452E+001, 4.3680614E+001, 1.3131418E+001, 1.2483770E-001, 4.2617151E-001, 3.0115719E-004, 6.6254581E-004, 0.0000000E+000, 0.0000000E+000, 4.4720224E-004, 5.6891835E+001, 4.4720224E-004, 4.7216995E-001
 9.3004547E+001, 5.7364829E+001, 4.3680614E+001, 1.3130340E+001, 1.2579910E-001, 4.2659675E-001, 3.0434048E-004, 6.6954905E-004, 0.0000000E+000, 0.0000000E+000, 5.0555787E-004, 5.6887163E+001, 5.0555787E-004, 4.7716087E-001
 9.4011696E+001, 5.7365211E+001, 4.3680614E+001, 1.3128685E+001, 1.2727442E-001, 4.2724931E-001, 3.0922542E-004, 6.8029592E-004, 0.0000000E+000, 0.0000000E+000, 3.9887592E-004, 5.6879992E+001, 3.9887592E-004, 4.8481974E-001
 9.5009987E+001, 5.7365594E+001, 4.3680614E+001, 1.3127664E+001, 1.2818436E-001, 4.2765180E-001, 3.1223833E-004, 6.8692432E-004, 0.0000000E+000, 0.0000000E+000, 4.8108430E-004, 5.6875570E+001, 4.8108430E-004, 4.8954353E-001
 9.6020706E+001, 5.7365980E+001, 4.3680614E+001, 1.3126765E+001, 1.2898564E-001, 4.2800622E-001, 3.1489143E-004, 6.9276115E-004, 0.0000000E+000, 0.0000000E+000, 6.0123259E-004, 5.6871675E+001, 6.0123259E-004, 4.9370321E-001
 9.7017937E+001, 5.7366367E+001, 4.3680614E+001, 1.3125575E+001, 1.3004686E-001, 4.2847561E-001, 3.1840524E-004, 7.0049152E-004, 0.0000000E+000, 0.0000000E+000, 6.3652552E-004, 5.6866518E+001, 6.3652552E-004, 4.9921234E-001
 9.8008965E+001, 5.7366753E+001, 4.3680614E+001, 1.3124229E+001, 1.3124598E-001, 4.2900601E-001, 3.2237566E-004, 7.0922644E-004, 0.0000000E+000, 0.0000000E+000, 6.2565854E-004, 5.6860690E+001, 6.2565854E-004, 5.0543737E-001
 9.9010277E+001, 5.7367141E+001, 4.3680614E+001, 1.3122618E+001, 1.3268261E-001, 4.2964146E-001, 3.2713249E-004, 7.1969148E-004, 0.0000000E+000, 0.0000000E+000, 5.3828135E-004, 5.6853707E+001, 5.3828135E-004, 5.1289538E-001
 1.0000501E+002, 5.7367532E+001, 4.3680614E+001, 1.3120675E+001, 1.3441467E-001, 4.3040758E-001, 3.3286754E-004, 7.3230859E-004, 0.0000000E+000, 0.0000000E+000, 3.5536126E-004, 5.6845289E+001, 3.5536126E-004, 5.2188709E-001
 1.0100687E+002, 5.7367924E+001, 4.3680614E+001, 1.3119333E+001, 1.3561061E-001, 4.3093657E-001, 3.3682743E-004, 7.4102034E-004, 0.0000000E+000, 0.0000000E+000, 3.5125474E-004, 5.6839477E+001, 3.5125474E-004, 5.2809561E-001
 1.0200936E+002, 5.7368316E+001, 4.3680614E+001, 1.3117954E+001, 1.3683978E-001, 4.3148025E-001, 3.4089733E-004, 7.4997412E-004, 0.0000000E+000, 0.0000000E+000, 3.3723778E-004, 5.6833503E+001, 3.3723778E-004, 5.3447661E-001
 1.0302026E+002, 5.7368710E+001, 4.3680614E+001, 1.3116598E+001, 1.3804904E-001, 4.3201513E-001, 3.4490130E-004, 7.5878285E-004, 0.0000000E+000, 0.0000000E+000, 3.3032299E-004, 5.6827625E+001, 3.3032299E-004, 5.4075424E-001
 1.0402188E+002, 5.7369102E+001, 4.3680614E+001, 1.3115377E+001, 1.3913703E-001, 4.3249637E-001, 3.4850375E-004, 7.6670825E-004, 0.0000000E+000, 0.0000000E+000, 3.6176827E-004, 5.6822338E+001, 3.6176827E-004, 5.4640235E-001
 1.0502186E+002, 5.7369488E+001, 4.3680614E+001, 1.3114065E+001, 1.4030699E-001, 4.3301386E-001, 3.5237762E-004, 7.7523077E-004, 0.0000000E+000, 0.0000000E+000, 3.6055140E-004, 5.6816651E+001, 3.6055140E-004, 5.5247602E-001
 1.0600758E+002, 5.7369869E+001, 4.3680614E+001, 1.3112596E+001, 1.4161606E-001, 4.3359289E-001, 3.5671210E-004, 7.8476662E-004, 0.0000000E+000, 0.0000000E+000, 3.0796251E-004, 5.6810289E+001, 3.0796251E-004, 5.5927183E-001
 1.0700994E+002, 5.7370247E+001, 4.3680614E+001, 1.3111443E+001, 1.4264368E-001, 4.3404743E-001, 3.6011464E-004, 7.9225222E-004, 0.0000000E+000, 0.0000000E+000, 3.4608735E-004, 5.6805294E+001, 3.4608735E-004, 5.6460652E-001
 1.0801567E+002, 5.7370625E+001, 4.3680614E+001, 1.3110225E+001, 1.4373012E-001, 4.3452798E-001, 3.6371197E-004, 8.0016634E-004, 0.0000000E+000, 0.0000000E+000, 3.6430919E-004, 5.6800014E+001, 3.6430919E-004, 5.7024660E-001
 1.0901237E+002, 5.7370998E+001, 4.3680614E+001, 1.3108931E+001, 1.4488332E-001, 4.3503806E-001, 3.6753032E-004, 8.0856671E-004, 0.0000000E+000, 0.0000000E+000, 3.5591851E-004, 5.6794409E+001, 3.5591851E-004, 5.7623321E-001
 1.1001603E+002, 5.7371369E+001, 4.3680614E+001, 1.3107650E+001, 1.4602506E-001, 4.3554308E-001, 3.7131076E-004, 8.1688368E-004, 0.0000000E+000, 0.0000000E+000, 3.4790324E-004, 5.6788860E+001, 3.4790324E-004, 5.8216038E-001
 1.1101190E+002, 5.7371735E+001, 4.3680614E+001, 1.3106408E+001, 1.4713196E-001, 4.3603268E-001, 3.7497582E-004, 8.2494681E-004, 0.0000000E+000, 0.0000000E+000, 3.4829961E-004, 5.6783480E+001, 3.4829961E-004, 5.8790665E-001
 1.1201060E+002, 5.7372099E+001, 4.3680614E+001, 1.3105141E+001, 1.4826163E-001, 4.3653235E-001, 3.7871627E-004, 8.3317579E-004, 0.0000000E+000, 0.0000000E+000, 3.3768129E-004, 5.6777990E+001, 3.3768129E-004, 5.9377112E-001
 1.1301633E+002, 5.7372463E+001, 4.3680614E+001, 1.3103833E+001, 1.4942801E-001, 4.3704826E-001, 3.8257827E-004, 8.4167220E-004, 0.0000000E+000, 0.0000000E+000, 3.1593119E-004, 5.6772321E+001, 3.1593119E-004, 5.9982617E-001
 1.1402133E+002, 5.7372829E+001, 4.3680614E+001, 1.3102613E+001, 1.5051540E-001, 4.3752924E-001, 3.8617875E-004, 8.4959325E-004, 0.0000000E+000, 0.0000000E+000, 3.2184169E-004, 5.6767036E+001, 3.2184169E-004, 6.0547118E-001
 1.1502542E+002, 5.7373197E+001, 4.3680614E+001, 1.3101415E+001, 1.5158332E-001, 4.3800160E-001, 3.8971472E-004, 8.5737239E-004, 0.0000000E+000, 0.0000000E+000, 3.3553122E-004, 5.6761846E+001, 3.3553122E-004, 6.1101507E-001
 1.1600858E+002, 5.7373563E+001, 4.3680614E+001, 1.3100085E+001, 1.5276870E-001, 4.3852591E-001, 3.9363964E-004, 8.6600721E-004, 0.0000000E+000, 0.0000000E+000, 3.0937209E-004, 5.6756085E+001, 3.0937209E-004, 6.1716876E-001
 1.1700888E+002, 5.7373934E+001, 4.3680614E+001, 1.3098911E+001, 1.5381516E-001, 4.3898878E-001, 3.9710459E-004, 8.7363009E-004, 0.0000000E+000, 0.0000000E+000, 3.3389454E-004, 5.6750999E+001, 3.3389454E-004, 6.2260128E-001
 1.1800388E+002, 5.7374314E+001, 4.3680614E+001, 1.3097485E+001, 1.5508643E-001, 4.3955109E-001, 4.0131391E-004, 8.8289061E-004, 0.0000000E+000, 0.0000000E+000, 2.9305471E-004, 5.6744820E+001, 2.9305471E-004, 6.2920089E-001
 1.1902207E+002, 5.7374705E+001, 4.3680614E+001, 1.3096348E+001, 1.5610015E-001, 4.3999948E-001, 4.0467043E-004, 8.9027495E-004, 0.0000000E+000, 0.0000000E+000, 3.4866111E-004, 5.6739893E+001, 3.4866111E-004, 6.3446341E-001
 1.2000658E+002, 5.7375101E+001, 4.3680614E+001, 1.3095064E+001, 1.5724439E-001, 4.4050560E-001, 4.0845914E-004, 8.9861011E-004, 0.0000000E+000, 0.0000000E+000, 3.6595774E-004, 5.6734332E+001, 3.6595774E-004, 6.4040354E-001
 1.2101438E+002, 5.7375502E+001, 4.3680614E+001, 1.3093621E+001, 1.5853099E-001, 4.4107468E-001, 4.1271919E-004, 9.0798222E-004, 0.0000000E+000, 0.0000000E+000, 3.4091456E-004, 5.6728079E+001, 3.4091456E-004, 6.4708267E-001
 1.2200242E+002, 5.7375909E+001, 4.3680614E+001, 1.3092216E+001, 1.5978350E-001, 4.4162870E-001, 4.1686640E-004, 9.1710608E-004, 0.0000000E+000, 0.0000000E+000, 3.3317505E-004, 5.6721991E+001, 3.3317505E-004, 6.5358488E-001
 1.2300002E+002, 5.7376320E+001, 4.3680614E+001, 1.3090847E+001, 1.6100387E-001, 4.4216849E-001, 4.2090717E-004, 9.2599578E-004, 0.0000000E+000, 0.0000000E+000, 3.4019625E-004, 5.6716060E+001, 3.4019625E-004, 6.5992022E-001
 1.2402084E+002, 5.7376744E+001, 4.3680614E+001, 1.3089482E+001, 1.6222095E-001, 4.4270683E-001, 4.2493706E-004, 9.3486153E-004, 0.0000000E+000, 0.0000000E+000, 3.6027517E-004, 5.6710145E+001, 3.6027517E-004, 6.6623848E-001
 1.2501947E+002, 5.7377172E+001, 4.3680614E+001, 1.3088159E+001, 1.6339980E-001, 4.4322825E-001, 4.2884034E-004, 9.4344875E-004, 0.0000000E+000, 0.0000000E+000, 3.9862665E-004, 5.6704415E+001, 3.9862665E-004, 6.7235825E-001
 1.2600871E+002, 5.7377599E+001, 4.3680614E+001, 1.3086723E+001, 1.6467983E-001, 4.4379444E-001, 4.3307867E-004, 9.5277308E-004, 0.0000000E+000, 0.0000000E+000, 4.0171931E-004, 5.6698194E+001, 4.0171931E-004, 6.7900333E-001
 1.2701479E+002, 5.7378032E+001, 4.3680614E+001, 1.3085188E+001, 1.6604812E-001, 4.4439966E-001, 4.3760922E-004, 9.6274028E-004, 0.0000000E+000, 0.0000000E+000, 3.8183655E-004, 5.6691544E+001, 3.8183655E-004, 6.8610655E-001
 1.2800127E+002, 5.7378468E+001, 4.3680614E+001, 1.3083628E+001, 1.6743878E-001, 4.4501477E-001, 4.4221384E-004, 9.7287045E-004, 0.0000000E+000, 0.0000000E+000, 3.5690060E-004, 5.6684785E+001, 3.5690060E-004, 6.9332592E-001
 1.2901656E+002, 5.7378907E+001, 4.3680614E+001, 1.3082228E+001, 1.6868712E-001, 4.4556693E-001, 4.4634721E-004, 9.8196385E-004, 0.0000000E+000, 0.0000000E+000, 3.8256816E-004, 5.6678718E+001, 3.8256816E-004, 6.9980643E-001
 1.3001448E+002, 5.7379348E+001, 4.3680614E+001, 1.3081081E+001, 1.6970919E-001, 4.4601901E-001, 4.4973139E-004, 9.8940905E-004, 0.0000000E+000, 0.0000000E+000, 4.8538925E-004, 5.6673750E+001, 4.8538925E-004, 7.0511232E-001
 1.3100362E+002, 5.7379782E+001, 4.3680614E+001, 1.3079384E+001, 1.7122230E-001, 4.4668829E-001, 4.5474145E-004, 1.0004312E-003, 0.0000000E+000, 0.0000000E+000, 4.1868766E-004, 5.6666396E+001, 4.1868766E-004, 7.1296737E-001
 1.3201926E+002, 5.7380218E+001, 4.3680614E+001, 1.3077848E+001, 1.7259130E-001, 4.4729383E-001, 4.5927437E-004, 1.0104036E-003, 0.0000000E+000, 0.0000000E+000, 4.0117773E-004, 5.6659743E+001, 4.0117773E-004, 7.2007431E-001
 1.3301111E+002, 5.7380654E+001, 4.3680614E+001, 1.3076270E+001, 1.7399784E-001, 4.4791597E-001, 4.6393157E-004, 1.0206494E-003, 0.0000000E+000, 0.0000000E+000, 3.7097167E-004, 5.6652907E+001, 3.7097167E-004, 7.2737611E-001
 1.3401494E+002, 5.7381086E+001, 4.3680614E+001, 1.3074838E+001, 1.7527467E-001, 4.4848074E-001, 4.6815930E-004, 1.0299505E-003, 0.0000000E+000, 0.0000000E+000, 3.8069439E-004, 5.6646701E+001, 3.8069439E-004, 7.3400457E-001
 1.3501953E+002, 5.7381521E+001, 4.3680614E+001, 1.3073340E+001, 1.7660967E-001, 4.4907123E-001, 4.7257960E-004, 1.0396751E-003, 0.0000000E+000, 0.0000000E+000, 3.7345320E-004, 5.6640213E+001, 3.7345320E-004, 7.4093495E-001
 1.3602394E+002, 5.7381958E+001, 4.3680614E+001, 1.3072366E+001, 1.7747770E-001, 4.4945518E-001, 4.7545376E-004, 1.0459983E-003, 0.0000000E+000, 0.0000000E+000, 5.2345868E-004, 5.6635994E+001, 5.2345868E-004, 7.4544120E-001
 1.3702339E+002, 5.7382395E+001, 4.3680614E+001, 1.3071129E+001, 1.7858076E-001, 4.4994308E-001, 4.7910611E-004, 1.0540334E-003, 0.0000000E+000, 0.0000000E+000, 5.9515040E-004, 5.6630633E+001, 5.9515040E-004, 7.5116755E-001
 1.3801094E+002, 5.7382829E+001, 4.3680614E+001, 1.3069328E+001, 1.8018622E-001, 4.5065321E-001, 4.8442195E-004, 1.0657283E-003, 0.0000000E+000, 0.0000000E+000, 4.9774909E-004, 5.6622830E+001, 4.9774909E-004, 7.5950200E-001
 1.3901389E+002, 5.7383266E+001, 4.3680614E+001, 1.3068089E+001, 1.8129044E-001, 4.5114163E-001, 4.8807815E-004, 1.0737719E-003, 0.0000000E+000, 0.0000000E+000, 5.6887879E-004, 5.6617463E+001, 5.6887879E-004, 7.6523438E-001
 1.4001114E+002, 5.7383705E+001, 4.3680614E+001, 1.3066175E+001, 1.8299653E-001, 4.5189626E-001, 4.9372717E-004, 1.0861998E-003, 0.0000000E+000, 0.0000000E+000, 4.4320137E-004, 5.6609171E+001, 4.4320137E-004, 7.7409121E-001
 1.4101262E+002, 5.7384147E+001, 4.3680614E+001, 1.3064932E+001, 1.8410474E-001, 4.5238644E-001, 4.9739659E-004, 1.0942725E-003, 0.0000000E+000, 0.0000000E+000, 5.1806159E-004, 5.6603785E+001, 5.1806159E-004, 7.7984431E-001
 1.4201677E+002, 5.7384592E+001, 4.3680614E+001, 1.3063714E+001, 1.8519095E-001, 4.5286689E-001, 5.0099313E-004, 1.1021849E-003, 0.0000000E+000, 0.0000000E+000, 6.0339323E-004, 5.6598506E+001, 6.0339323E-004, 7.8548316E-001
 1.4300639E+002, 5.7385037E+001, 4.3680614E+001, 1.3061996E+001, 1.8672211E-001, 4.5354415E-001, 5.0606295E-004, 1.1133385E-003, 0.0000000E+000, 0.0000000E+000, 5.4094208E-004, 5.6591064E+001, 5.4094208E-004, 7.9343189E-001
 1.4400244E+002, 5.7385485E+001, 4.3680614E+001, 1.3060006E+001, 1.8849607E-001, 4.5432881E-001, 5.1193675E-004, 1.1262609E-003, 0.0000000E+000, 0.0000000E+000, 4.0144573E-004, 5.6582442E+001, 4.0144573E-004, 8.0264114E-001
 1.4501878E+002, 5.7385944E+001, 4.3680614E+001, 1.3058373E+001, 1.8995150E-001, 4.5497257E-001, 5.1675581E-004, 1.1368628E-003, 0.0000000E+000, 0.0000000E+000, 3.7860166E-004, 5.6575368E+001, 3.7860166E-004, 8.1019671E-001
 1.4600557E+002, 5.7386406E+001, 4.3680614E+001, 1.3056821E+001, 1.9133534E-001, 4.5558467E-001, 5.2133785E-004, 1.1469433E-003, 0.0000000E+000, 0.0000000E+000, 3.8255518E-004, 5.6568643E+001, 3.8255518E-004, 8.1738067E-001
 1.4701830E+002, 5.7386874E+001, 4.3680614E+001, 1.3055383E+001, 1.9261722E-001, 4.5615167E-001, 5.2558230E-004, 1.1562811E-003, 0.0000000E+000, 0.0000000E+000, 4.2585549E-004, 5.6562412E+001, 4.2585549E-004, 8.2403535E-001
 1.4800996E+002, 5.7387349E+001, 4.3680614E+001, 1.3054031E+001, 1.9382238E-001, 4.5668474E-001, 5.2957271E-004, 1.1650600E-003, 0.0000000E+000, 0.0000000E+000, 5.0168026E-004, 5.6556555E+001, 5.0168026E-004, 8.3029172E-001
 1.4900299E+002, 5.7387823E+001, 4.3680614E+001, 1.3052148E+001, 1.9550047E-001, 4.5742699E-001, 5.3512905E-004, 1.1772839E-003, 0.0000000E+000, 0.0000000E+000, 4.2103220E-004, 5.6548399E+001, 4.2103220E-004, 8.3900323E-001
 1.5002039E+002, 5.7388311E+001, 4.3680614E+001, 1.3050387E+001, 1.9707021E-001, 4.5812132E-001, 5.4032663E-004, 1.1887186E-003, 0.0000000E+000, 0.0000000E+000, 3.8828710E-004, 5.6540770E+001, 3.8828710E-004, 8.4715226E-001
 1.5101701E+002, 5.7388803E+001, 4.3680614E+001, 1.3048874E+001, 1.9841921E-001, 4.5871800E-001, 5.4479331E-004, 1.1985453E-003, 0.0000000E+000, 0.0000000E+000, 4.3381051E-004, 5.6534214E+001, 4.3381051E-004, 8.5415536E-001
 1.5201202E+002, 5.7389299E+001, 4.3680614E+001, 1.3047551E+001, 1.9959892E-001, 4.5923981E-001, 5.4869945E-004, 1.2071388E-003, 0.0000000E+000, 0.0000000E+000, 5.3942289E-004, 5.6528480E+001, 5.3942289E-004, 8.6027961E-001
 1.5301730E+002, 5.7389804E+001, 4.3680614E+001, 1.3046183E+001, 2.0081837E-001, 4.5977920E-001, 5.5273718E-004, 1.2160218E-003, 0.0000000E+000, 0.0000000E+000, 6.4062973E-004, 5.6522553E+001, 6.4062973E-004, 8.6661018E-001
 1.5401561E+002, 5.7390320E+001, 4.3680614E+001, 1.3044496E+001, 2.0232176E-001, 4.6044418E-001, 5.5771506E-004, 1.2269731E-003, 0.0000000E+000, 0.0000000E+000, 6.5859683E-004, 5.6515246E+001, 6.5859683E-004, 8.7441475E-001
 1.5501682E+002, 5.7390843E+001, 4.3680614E+001, 1.3043030E+001, 2.0362911E-001, 4.6102244E-001, 5.6204381E-004, 1.2364964E-003, 0.0000000E+000, 0.0000000E+000, 7.4940353E-004, 5.6508892E+001, 7.4940353E-004, 8.8120160E-001
 1.5602109E+002, 5.7391374E+001, 4.3680614E+001, 1.3041183E+001, 2.0527571E-001, 4.6175076E-001, 5.6749588E-004, 1.2484909E-003, 0.0000000E+000, 0.0000000E+000, 7.3512668E-004, 5.6500890E+001, 7.3512668E-004, 8.8974964E-001
 1.5700598E+002, 5.7391905E+001, 4.3680614E+001, 1.3039374E+001, 2.0688789E-001, 4.6246386E-001, 5.7283400E-004, 1.2602348E-003, 0.0000000E+000, 0.0000000E+000, 7.3239427E-004, 5.6493054E+001, 7.3239427E-004, 8.9811903E-001
 1.5801833E+002, 5.7392442E+001, 4.3680614E+001, 1.3037391E+001, 2.0865561E-001, 4.6324576E-001, 5.7868709E-004, 1.2731116E-003, 0.0000000E+000, 0.0000000E+000, 6.8341541E-004, 5.6484462E+001, 6.8341541E-004, 9.0729580E-001
 1.5901479E+002, 5.7392983E+001, 4.3680614E+001, 1.3035353E+001, 2.1047261E-001, 4.6404945E-001, 5.8470338E-004, 1.2863474E-003, 0.0000000E+000, 0.0000000E+000, 6.2335744E-004, 5.6475631E+001, 6.2335744E-004, 9.1672845E-001
 1.6002148E+002, 5.7393526E+001, 4.3680614E+001, 1.3033917E+001, 2.1175237E-001, 4.6461551E-001, 5.8894079E-004, 1.2956697E-003, 0.0000000E+000, 0.0000000E+000, 7.4265633E-004, 5.6469412E+001, 7.4265633E-004, 9.2337209E-001
 1.6100691E+002, 5.7394067E+001, 4.3680614E+001, 1.3032389E+001, 2.1311413E-001, 4.6521785E-001, 5.9344974E-004, 1.3055894E-003, 0.0000000E+000, 0.0000000E+000, 8.3265777E-004, 5.6462793E+001, 8.3265777E-004, 9.3044145E-001
 1.6201607E+002, 5.7394608E+001, 4.3680614E+001, 1.3030570E+001, 2.1473578E-001, 4.6593513E-001, 5.9881918E-004, 1.3174022E-003, 0.0000000E+000, 0.0000000E+000, 8.3680040E-004, 5.6454912E+001, 8.3680040E-004, 9.3885994E-001
 1.6300006E+002, 5.7395147E+001, 4.3680614E+001, 1.3028579E+001, 2.1651035E-001, 4.6672006E-001, 6.0469497E-004, 1.3303289E-003, 0.0000000E+000, 0.0000000E+000, 7.8844550E-004, 5.6446287E+001, 7.8844550E-004, 9.4807232E-001
 1.6401064E+002, 5.7395685E+001, 4.3680614E+001, 1.3026955E+001, 2.1795817E-001, 4.6736046E-001, 6.0948884E-004, 1.3408755E-003, 0.0000000E+000, 0.0000000E+000, 8.4703542E-004, 5.6439250E+001, 8.4703542E-004, 9.5558840E-001
 1.6500871E+002, 5.7396223E+001, 4.3680614E+001, 1.3025312E+001, 2.1942332E-001, 4.6800852E-001, 6.1434011E-004, 1.3515482E-003, 0.0000000E+000, 0.0000000E+000, 8.9987548E-004, 5.6432129E+001, 8.9987548E-004, 9.6319446E-001
 1.6600043E+002, 5.7396752E+001, 4.3680614E+001, 1.3023099E+001, 2.2139571E-001, 4.6888094E-001, 6.2087089E-004, 1.3659160E-003, 0.0000000E+000, 0.0000000E+000, 7.7497635E-004, 5.6422543E+001, 7.7497635E-004, 9.7343377E-001
 1.6701268E+002, 5.7397279E+001, 4.3680614E+001, 1.3021403E+001, 2.2290740E-001, 4.6954959E-001, 6.2587627E-004, 1.3769278E-003, 0.0000000E+000, 0.0000000E+000, 8.0228400E-004, 5.6415196E+001, 8.0228400E-004, 9.8128146E-001
 1.6800746E+002, 5.7397802E+001, 4.3680614E+001, 1.3019208E+001, 2.2486397E-001, 4.7041502E-001, 6.3235469E-004, 1.3911803E-003, 0.0000000E+000, 0.0000000E+000, 6.7692412E-004, 5.6405686E+001, 6.7692412E-004, 9.9143867E-001
 1.6900043E+002, 5.7398316E+001, 4.3680614E+001, 1.3017096E+001, 2.2674681E-001, 4.7124784E-001, 6.3858895E-004, 1.4048957E-003, 0.0000000E+000, 0.0000000E+000, 5.6705962E-004, 5.6396535E+001, 5.6705962E-004, 1.0012131E+000
 1.7002007E+002, 5.7398835E+001, 4.3680614E+001, 1.3015863E+001, 2.2784591E-001, 4.7173399E-001, 6.4222821E-004, 1.4129021E-003, 0.0000000E+000, 0.0000000E+000, 7.2269774E-004, 5.6391193E+001, 7.2269774E-004, 1.0069189E+000
 1.7101176E+002, 5.7399353E+001, 4.3680614E+001, 1.3014290E+001, 2.2924869E-001, 4.7235447E-001, 6.4687294E-004, 1.4231205E-003, 0.0000000E+000, 0.0000000E+000, 7.7591225E-004, 5.6384376E+001, 7.7591225E-004, 1.0142011E+000
 1.7202080E+002, 5.7399869E+001, 4.3680614E+001, 1.3012515E+001, 2.3083062E-001, 4.7305419E-001, 6.5211089E-004, 1.4346440E-003, 0.0000000E+000, 0.0000000E+000, 7.6821960E-004, 5.6376687E+001, 7.6821960E-004, 1.0224135E+000
 1.7301686E+002, 5.7400389E+001, 4.3680614E+001, 1.3011030E+001, 2.3215394E-001, 4.7363952E-001, 6.5649254E-004, 1.4442836E-003, 0.0000000E+000, 0.0000000E+000, 8.5058232E-004, 5.6370256E+001, 8.5058232E-004, 1.0292832E+000
 1.7401199E+002, 5.7400908E+001, 4.3680614E+001, 1.3009574E+001, 2.3345265E-001, 4.7421396E-001, 6.6079270E-004, 1.4537439E-003, 0.0000000E+000, 0.0000000E+000, 9.3921026E-004, 5.6363944E+001, 9.3921026E-004, 1.0360253E+000
 1.7500916E+002, 5.7401430E+001, 4.3680614E+001, 1.3008053E+001, 2.3480830E-001, 4.7481359E-001, 6.6528139E-004, 1.4636191E-003, 0.0000000E+000, 0.0000000E+000, 1.0118052E-003, 5.6357355E+001, 1.0118052E-003, 1.0430629E+000
 1.7601224E+002, 5.7401954E+001, 4.3680614E+001, 1.3005784E+001, 2.3683054E-001, 4.7570807E-001, 6.7197726E-004, 1.4783500E-003, 0.0000000E+000, 0.0000000E+000, 8.6621814E-004, 5.6347526E+001, 8.6621814E-004, 1.0535610E+000
 1.7701334E+002, 5.7402481E+001, 4.3680614E+001, 1.3003877E+001, 2.3853086E-001, 4.7646015E-001, 6.7760718E-004, 1.4907358E-003, 0.0000000E+000, 0.0000000E+000, 8.3117051E-004, 5.6339262E+001, 8.3117051E-004, 1.0623879E+000
 1.7800653E+002, 5.7403013E+001, 4.3680614E+001, 1.3001945E+001, 2.4025251E-001, 4.7722167E-001, 6.8330776E-004, 1.5032771E-003, 0.0000000E+000, 0.0000000E+000, 7.9266589E-004, 5.6330895E+001, 7.9266589E-004, 1.0713256E+000
 1.7901263E+002, 5.7403549E+001, 4.3680614E+001, 1.2999892E+001, 2.4208305E-001, 4.7803135E-001, 6.8936888E-004, 1.5166115E-003, 0.0000000E+000, 0.0000000E+000, 7.2287348E-004, 5.6321998E+001, 7.2287348E-004, 1.0808285E+000
 1.8001607E+002, 5.7404095E+001, 4.3680614E+001, 1.2998278E+001, 2.4352180E-001, 4.7866774E-001, 6.9413273E-004, 1.5270920E-003, 0.0000000E+000, 0.0000000E+000, 7.9246478E-004, 5.6315005E+001, 7.9246478E-004, 1.0882975E+000
 1.8100957E+002, 5.7404642E+001, 4.3680614E+001, 1.2996820E+001, 2.4482130E-001, 4.7924253E-001, 6.9843550E-004, 1.5365581E-003, 0.0000000E+000, 0.0000000E+000, 9.0930666E-004, 5.6308690E+001, 9.0930666E-004, 1.0950436E+000
 1.8201762E+002, 5.7405193E+001, 4.3680614E+001, 1.2995264E+001, 2.4620802E-001, 4.7985590E-001, 7.0302706E-004, 1.5466595E-003, 0.0000000E+000, 0.0000000E+000, 1.0009563E-003, 5.6301950E+001, 1.0009563E-003, 1.1022425E+000
 1.8300490E+002, 5.7405743E+001, 4.3680614E+001, 1.2992981E+001, 2.4824392E-001, 4.8075642E-001, 7.0976814E-004, 1.5614899E-003, 0.0000000E+000, 0.0000000E+000, 8.7632917E-004, 5.6292055E+001, 8.7632917E-004, 1.1128115E+000
 1.8400288E+002, 5.7406290E+001, 4.3680614E+001, 1.2990433E+001, 2.5051503E-001, 4.8176098E-001, 7.1728806E-004, 1.5780337E-003, 0.0000000E+000, 0.0000000E+000, 6.7166546E-004, 5.6281017E+001, 6.7166546E-004, 1.1246016E+000
 1.8501491E+002, 5.7406846E+001, 4.3680614E+001, 1.2988871E+001, 2.5190775E-001, 4.8237700E-001, 7.2189949E-004, 1.5881789E-003, 0.0000000E+000, 0.0000000E+000, 7.6605449E-004, 5.6274248E+001, 7.6605449E-004, 1.1318317E+000
 1.8600690E+002, 5.7407396E+001, 4.3680614E+001, 1.2986881E+001, 2.5368120E-001, 4.8316143E-001, 7.2777156E-004, 1.6010974E-003, 0.0000000E+000, 0.0000000E+000, 7.2905165E-004, 5.6265629E+001, 7.2905165E-004, 1.1410382E+000
 1.8700832E+002, 5.7407941E+001, 4.3680614E+001, 1.2984565E+001, 2.5574543E-001, 4.8407448E-001, 7.3460645E-004, 1.6161342E-003, 0.0000000E+000, 0.0000000E+000, 5.9056290E-004, 5.6255596E+001, 5.9056290E-004, 1.1517543E+000
 1.8800691E+002, 5.7408485E+001, 4.3680614E+001, 1.2982721E+001, 2.5738994E-001, 4.8480188E-001, 7.4005158E-004, 1.6281135E-003, 0.0000000E+000, 0.0000000E+000, 5.9062236E-004, 5.6247603E+001, 5.9062236E-004, 1.1602915E+000
 1.8901016E+002, 5.7409029E+001, 4.3680614E+001, 1.2981061E+001, 2.5886918E-001, 4.8545617E-001, 7.4494950E-004, 1.6388889E-003, 0.0000000E+000, 0.0000000E+000, 6.4401161E-004, 5.6240414E+001, 6.4401161E-004, 1.1679707E+000
