s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_HEPTAN_SURROGATE,MLR_PRODUCTS,ZONE_1
 2.1301866E+002, 2.3529074E+001, 0.0000000E+000,-1.0898667E+001, 9.8675392E-006,-1.1453709E+001, 0.0000000E+000, 5.1421580E-001, 0.0000000E+000, 1.6086135E+000, 1.6909243E+000, 0.0000000E+000, 5.6479552E-004, 0.0000000E+000, 9.8909858E+003
 2.1400163E+002, 3.0907507E+001, 0.0000000E+000,-1.3577305E+001, 2.6558113E-005,-1.1331814E+001, 0.0000000E+000, 2.4744669E+000, 0.0000000E+000, 8.5837893E+000, 8.4728820E+000, 0.0000000E+000, 5.6246212E-004, 0.0000000E+000, 9.9422661E+003
 2.1501646E+002, 2.1836635E+001, 0.0000000E+000,-1.0362676E+001,-2.4647297E-006,-1.1341763E+001, 0.0000000E+000, 1.2911050E-001, 0.0000000E+000, 2.2024270E-001, 2.6130416E-001, 0.0000000E+000, 5.6022012E-004, 0.0000000E+000, 9.9447563E+003
 2.1600386E+002, 2.6496638E+001, 0.0000000E+000,-1.1679136E+001, 3.8350720E-006,-1.1266917E+001, 0.0000000E+000, 1.4983801E+000, 0.0000000E+000, 5.1111096E+000, 5.0489691E+000, 0.0000000E+000, 5.5803892E-004, 0.0000000E+000, 9.9758622E+003
 2.1700238E+002, 1.9897359E+001, 0.0000000E+000,-9.7166187E+000, 4.6255246E-006,-1.1316302E+001, 0.0000000E+000,-3.2992973E-001, 0.0000000E+000,-1.3210810E+000,-1.4654864E+000, 0.0000000E+000, 5.5717492E-004, 0.0000000E+000, 9.9693415E+003
 2.1800969E+002, 1.8991610E+001, 0.0000000E+000,-9.8091792E+000, 5.0837281E-006,-1.1184035E+001, 0.0000000E+000,-7.1685806E-001, 0.0000000E+000,-2.6776701E+000,-2.7184567E+000, 0.0000000E+000, 5.5752890E-004, 0.0000000E+000, 9.9541992E+003
 2.1900992E+002, 2.4201332E+001, 0.0000000E+000,-1.1383589E+001,-5.7048084E-006,-1.1087925E+001, 0.0000000E+000, 6.9309400E-001, 0.0000000E+000, 2.2153295E+000, 2.4229075E+000, 0.0000000E+000, 5.5800819E-004, 0.0000000E+000, 9.9678877E+003
 2.2001741E+002, 3.1089842E+001, 0.0000000E+000,-1.3208408E+001,-3.6330204E-006,-1.1144277E+001, 0.0000000E+000, 2.7862285E+000, 0.0000000E+000, 9.6730057E+000, 9.5233822E+000, 0.0000000E+000, 5.5860398E-004, 0.0000000E+000, 1.0027112E+004
 2.2100436E+002, 2.5434578E+001, 0.0000000E+000,-1.1411980E+001,-1.9460497E-006,-1.1381798E+001, 0.0000000E+000, 1.1323014E+000, 0.0000000E+000, 3.7641883E+000, 3.7730995E+000, 0.0000000E+000, 5.5959544E-004, 0.0000000E+000, 1.0050420E+004
 2.2200188E+002, 3.4879666E+001, 0.0000000E+000,-1.4699709E+001,-9.5946456E-006,-1.1522300E+001, 0.0000000E+000, 3.4313260E+000, 0.0000000E+000, 1.1877853E+001, 1.2088973E+001, 0.0000000E+000, 5.6094684E-004, 0.0000000E+000, 1.0121377E+004
 2.2300632E+002, 2.9089888E+001, 0.0000000E+000,-1.2132865E+001, 1.3872319E-005,-1.1739945E+001, 0.0000000E+000, 2.2438698E+000, 0.0000000E+000, 7.6961672E+000, 7.4609620E+000, 0.0000000E+000, 5.6316345E-004, 0.0000000E+000, 1.0169336E+004
 2.2401352E+002, 2.1063451E+001, 0.0000000E+000,-1.0180427E+001, 3.5378011E-007,-1.1940131E+001, 0.0000000E+000,-3.3196638E-001, 0.0000000E+000,-1.3641049E+000,-1.3890733E+000, 0.0000000E+000, 5.6620488E-004, 0.0000000E+000, 1.0162313E+004
 2.2501854E+002, 2.8606273E+001, 0.0000000E+000,-1.2603265E+001,-8.4099081E-006,-1.1860996E+001, 0.0000000E+000, 1.7581882E+000, 0.0000000E+000, 6.0341678E+000, 5.9001913E+000, 0.0000000E+000, 5.6985985E-004, 0.0000000E+000, 1.0199671E+004
 2.2601518E+002, 2.7090107E+001, 0.0000000E+000,-1.2486270E+001,-8.9150642E-006,-1.1818822E+001, 0.0000000E+000, 1.1179677E+000, 0.0000000E+000, 3.6781754E+000, 3.9029740E+000, 0.0000000E+000, 5.7405622E-004, 0.0000000E+000, 1.0222137E+004
 2.2700761E+002, 2.5987754E+001, 0.0000000E+000,-1.1460221E+001, 1.2350385E-005,-1.1733131E+001, 0.0000000E+000, 1.2282145E+000, 0.0000000E+000, 4.1407491E+000, 4.0226295E+000, 0.0000000E+000, 5.7723981E-004, 0.0000000E+000, 1.0247972E+004
 2.2801378E+002, 3.4414160E+001, 0.0000000E+000,-1.4474239E+001, 9.7160157E-006,-1.1691379E+001, 0.0000000E+000, 3.3850382E+000, 0.0000000E+000, 1.1748772E+001, 1.1633590E+001, 0.0000000E+000, 5.7954028E-004, 0.0000000E+000, 1.0319641E+004
 2.2900885E+002, 3.5481974E+001, 0.0000000E+000,-1.4745530E+001, 5.7544873E-005,-1.1881334E+001, 0.0000000E+000, 3.6242004E+000, 0.0000000E+000, 1.2476401E+001, 1.2479368E+001, 0.0000000E+000, 5.8134808E-004, 0.0000000E+000, 1.0395116E+004
 2.3000342E+002, 2.4148109E+001, 0.0000000E+000,-1.1652759E+001,-3.8595332E-006,-1.2030035E+001, 0.0000000E+000, 2.5630320E-001, 0.0000000E+000, 7.1978188E-001, 7.2161407E-001, 0.0000000E+000, 5.8269505E-004, 0.0000000E+000, 1.0400296E+004
 2.3100253E+002, 1.8156474E+001, 0.0000000E+000,-9.6515142E+000, 1.1123369E-005,-1.2115771E+001, 0.0000000E+000,-1.3434903E+000, 0.0000000E+000,-4.9199447E+000,-4.9542896E+000, 0.0000000E+000, 5.8386245E-004, 0.0000000E+000, 1.0372125E+004
 2.3201872E+002, 2.2609542E+001, 0.0000000E+000,-1.0560577E+001, 1.5443646E-005,-1.1989202E+001, 0.0000000E+000, 9.3201143E-002, 0.0000000E+000, 8.8867783E-002, 1.5297870E-001, 0.0000000E+000, 5.8487067E-004, 0.0000000E+000, 1.0373756E+004
 2.3300552E+002, 3.9465338E+001, 0.0000000E+000,-1.7268310E+001,-8.7875627E-006,-1.1902157E+001, 0.0000000E+000, 4.0702166E+000, 0.0000000E+000, 1.4072058E+001, 1.4365079E+001, 0.0000000E+000, 5.8355990E-004, 0.0000000E+000, 1.0456824E+004
 2.3400110E+002, 2.5334458E+001, 0.0000000E+000,-1.1149567E+001, 3.4178825E-005,-1.2131646E+001, 0.0000000E+000, 9.9272315E-001, 0.0000000E+000, 3.3133594E+000, 3.0460027E+000, 0.0000000E+000, 5.8014269E-004, 0.0000000E+000, 1.0478362E+004
 2.3501328E+002, 2.4097789E+001, 0.0000000E+000,-1.1456621E+001, 2.2022061E-005,-1.2069510E+001, 0.0000000E+000, 3.1486768E-001, 0.0000000E+000, 9.0613060E-001, 8.8654709E-001, 0.0000000E+000, 5.7789670E-004, 0.0000000E+000, 1.0484990E+004
 2.3601814E+002, 2.5896115E+001, 0.0000000E+000,-1.1957905E+001,-4.6864543E-006,-1.2040296E+001, 0.0000000E+000, 8.2744089E-001, 0.0000000E+000, 2.7315204E+000, 2.7253493E+000, 0.0000000E+000, 5.7679498E-004, 0.0000000E+000, 1.0502315E+004
 2.3700269E+002, 2.9838379E+001, 0.0000000E+000,-1.3064130E+001,-4.3944941E-006,-1.1944417E+001, 0.0000000E+000, 2.0190476E+000, 0.0000000E+000, 6.9433809E+000, 6.8488749E+000, 0.0000000E+000, 5.7664309E-004, 0.0000000E+000, 1.0544166E+004
 2.3801505E+002, 2.4938128E+001, 0.0000000E+000,-1.1672754E+001, 2.5747150E-005,-1.1991972E+001, 0.0000000E+000, 5.6753107E-001, 0.0000000E+000, 1.7777220E+000, 1.8409593E+000, 0.0000000E+000, 5.7734808E-004, 0.0000000E+000, 1.0555866E+004
 2.3901527E+002, 2.7080459E+001, 0.0000000E+000,-1.2298895E+001,-7.4237778E-006,-1.2065600E+001, 0.0000000E+000, 1.1917641E+000, 0.0000000E+000, 4.0592727E+000, 3.9077214E+000, 0.0000000E+000, 5.7724668E-004, 0.0000000E+000, 1.0581266E+004
 2.4002170E+002, 2.3166226E+001, 0.0000000E+000,-1.1045362E+001, 8.5610970E-006,-1.2181276E+001, 0.0000000E+000, 6.5163108E-002, 0.0000000E+000, 4.0246187E-002, 4.7590895E-003, 0.0000000E+000, 5.7640452E-004, 0.0000000E+000, 1.0582636E+004
 2.4101888E+002, 2.2279454E+001, 0.0000000E+000,-1.1270864E+001,-1.4676407E-006,-1.2074685E+001, 0.0000000E+000,-3.5241778E-001, 0.0000000E+000,-1.4486002E+000,-1.4185136E+000, 0.0000000E+000, 5.7532961E-004, 0.0000000E+000, 1.0575010E+004
 2.4200241E+002, 3.1282757E+001, 0.0000000E+000,-1.3326929E+001, 6.0560482E-006,-1.1933919E+001, 0.0000000E+000, 2.4538629E+000, 0.0000000E+000, 8.4773278E+000, 8.4757782E+000, 0.0000000E+000, 5.7407460E-004, 0.0000000E+000, 1.0625517E+004
 2.4300009E+002, 2.4570664E+001, 0.0000000E+000,-1.1783400E+001, 3.2730555E-006,-1.1932951E+001, 0.0000000E+000, 4.1870845E-001, 0.0000000E+000, 1.2776527E+000, 1.2730241E+000, 0.0000000E+000, 5.7351339E-004, 0.0000000E+000, 1.0634158E+004
 2.4400723E+002, 3.2029530E+001, 0.0000000E+000,-1.3615965E+001,-1.6075387E-005,-1.2099654E+001, 0.0000000E+000, 2.5260029E+000, 0.0000000E+000, 8.5931796E+000, 8.8398982E+000, 0.0000000E+000, 5.7360706E-004, 0.0000000E+000, 1.0686520E+004
 2.4500400E+002, 3.8278535E+001, 0.0000000E+000,-1.5338544E+001, 2.3821609E-006,-1.2376722E+001, 0.0000000E+000, 4.3644159E+000, 0.0000000E+000, 1.5265426E+001, 1.4927688E+001, 0.0000000E+000, 5.7331469E-004, 0.0000000E+000, 1.0778754E+004
 2.4600958E+002, 1.8688950E+001, 0.0000000E+000,-9.3683863E+000, 2.3120171E-006,-1.2634104E+001, 0.0000000E+000,-1.1731178E+000, 0.0000000E+000,-4.3725376E+000,-4.4866561E+000, 0.0000000E+000, 5.7265756E-004, 0.0000000E+000, 1.0754315E+004
 2.4700974E+002, 2.5788076E+001, 0.0000000E+000,-1.3422028E+001,-8.3266319E-006,-1.2580733E+001, 0.0000000E+000,-1.0156470E-001, 0.0000000E+000,-5.8478697E-001,-3.1625833E-001, 0.0000000E+000, 5.7357259E-004, 0.0000000E+000, 1.0751063E+004
 2.4801088E+002, 2.6938201E+001, 0.0000000E+000,-1.1770932E+001, 1.4563835E-005,-1.2520181E+001, 0.0000000E+000, 1.2356732E+000, 0.0000000E+000, 4.2221469E+000, 3.8827753E+000, 0.0000000E+000, 5.7595781E-004, 0.0000000E+000, 1.0778089E+004
 2.4900401E+002, 2.2799207E+001, 0.0000000E+000,-1.1438342E+001,-6.2060279E-006,-1.2543261E+001, 0.0000000E+000,-4.1207620E-001, 0.0000000E+000,-1.6517607E+000,-1.5944778E+000, 0.0000000E+000, 5.7924578E-004, 0.0000000E+000, 1.0769193E+004
 2.5000742E+002, 3.0842852E+001, 0.0000000E+000,-1.3899914E+001, 2.2056599E-005,-1.2393767E+001, 0.0000000E+000, 1.8484250E+000, 0.0000000E+000, 6.3122350E+000, 6.3976182E+000, 0.0000000E+000, 5.8337396E-004, 0.0000000E+000, 1.0807643E+004
 2.5101341E+002, 3.3381725E+001, 0.0000000E+000,-1.4263177E+001,-1.0414225E-005,-1.2299766E+001, 0.0000000E+000, 2.7740794E+000, 0.0000000E+000, 9.5599820E+000, 9.5928509E+000, 0.0000000E+000, 5.8598484E-004, 0.0000000E+000, 1.0865820E+004
 2.5200093E+002, 2.9646128E+001, 0.0000000E+000,-1.2593619E+001, 1.2828268E-005,-1.2492208E+001, 0.0000000E+000, 1.9731278E+000, 0.0000000E+000, 6.7671515E+000, 6.5334424E+000, 0.0000000E+000, 5.8713913E-004, 0.0000000E+000, 1.0907345E+004
 2.5301547E+002, 2.0692167E+001, 0.0000000E+000,-1.0791257E+001, 1.7355036E-006,-1.2648186E+001, 0.0000000E+000,-9.8309728E-001, 0.0000000E+000,-3.6507605E+000,-3.7303713E+000, 0.0000000E+000, 5.8904165E-004, 0.0000000E+000, 1.0886544E+004
 2.5400392E+002, 1.8373669E+001, 0.0000000E+000,-9.8948077E+000, 1.1558403E-005,-1.2549897E+001, 0.0000000E+000,-1.5091903E+000, 0.0000000E+000,-5.4903965E+000,-5.5802137E+000, 0.0000000E+000, 5.9164184E-004, 0.0000000E+000, 1.0855412E+004
 2.5501085E+002, 2.8470752E+001, 0.0000000E+000,-1.3679498E+001,-6.7385800E-006,-1.2380346E+001, 0.0000000E+000, 9.6230678E-001, 0.0000000E+000, 3.1704665E+000, 3.3732084E+000, 0.0000000E+000, 5.9524556E-004, 0.0000000E+000, 1.0874872E+004
 2.5600403E+002, 2.6059042E+001, 0.0000000E+000,-1.1944349E+001, 2.2649047E-006,-1.2287003E+001, 0.0000000E+000, 8.2956552E-001, 0.0000000E+000, 2.7471900E+000, 2.6572581E+000, 0.0000000E+000, 5.9980519E-004, 0.0000000E+000, 1.0892285E+004
 2.5701471E+002, 3.0222423E+001, 0.0000000E+000,-1.3429990E+001,-5.9606383E-006,-1.2343338E+001, 0.0000000E+000, 1.8537218E+000, 0.0000000E+000, 6.3433868E+000, 6.3028113E+000, 0.0000000E+000, 6.0329018E-004, 0.0000000E+000, 1.0931588E+004
 2.5800574E+002, 3.2601556E+001, 0.0000000E+000,-1.4066823E+001, 2.0895494E-006,-1.2451811E+001, 0.0000000E+000, 2.4637169E+000, 0.0000000E+000, 8.4613516E+000, 8.5466420E+000, 0.0000000E+000, 6.0577676E-004, 0.0000000E+000, 1.0982394E+004
 2.5900922E+002, 3.2895442E+001, 0.0000000E+000,-1.3794708E+001, 3.0753390E-006,-1.2614112E+001, 0.0000000E+000, 2.7372351E+000, 0.0000000E+000, 9.4590014E+000, 9.2238602E+000, 0.0000000E+000, 6.0797600E-004, 0.0000000E+000, 1.1040647E+004
 2.6000134E+002, 2.3106520E+001, 0.0000000E+000,-1.1333724E+001, 2.1943319E-005,-1.2725324E+001, 0.0000000E+000,-2.9933181E-001, 0.0000000E+000,-1.2609024E+000,-1.2518382E+000, 0.0000000E+000, 6.0992278E-004, 0.0000000E+000, 1.1034299E+004
 2.6100519E+002, 3.1738840E+001, 0.0000000E+000,-1.3805390E+001, 2.0412955E-005,-1.2849571E+001, 0.0000000E+000, 2.0988484E+000, 0.0000000E+000, 7.1717455E+000, 7.1827471E+000, 0.0000000E+000, 6.1223042E-004, 0.0000000E+000, 1.1078228E+004
 2.6201364E+002, 3.0254209E+001, 0.0000000E+000,-1.3299122E+001,-1.4809260E-005,-1.2915709E+001, 0.0000000E+000, 1.7175510E+000, 0.0000000E+000, 5.8616472E+000, 5.7569143E+000, 0.0000000E+000, 6.1487492E-004, 0.0000000E+000, 1.1114788E+004
 2.6301654E+002, 3.4413319E+001, 0.0000000E+000,-1.4631091E+001, 2.4160232E-005,-1.3016901E+001, 0.0000000E+000, 2.7743142E+000, 0.0000000E+000, 9.5112420E+000, 9.5396656E+000, 0.0000000E+000, 6.1712530E-004, 0.0000000E+000, 1.1172934E+004
 2.6401425E+002, 4.2708232E+001, 0.0000000E+000,-1.7774971E+001, 2.5845439E-005,-1.3127926E+001, 0.0000000E+000, 4.6972298E+000, 0.0000000E+000, 1.6336052E+001, 1.6502591E+001, 0.0000000E+000, 6.1897361E-004, 0.0000000E+000, 1.1270393E+004
 2.6501154E+002, 2.8333183E+001, 0.0000000E+000,-1.3171212E+001, 2.2105434E-005,-1.3321792E+001, 0.0000000E+000, 9.7767823E-001, 0.0000000E+000, 3.2866721E+000, 2.8178795E+000, 0.0000000E+000, 6.2096104E-004, 0.0000000E+000, 1.1292184E+004
 2.6600049E+002, 2.2082208E+001, 0.0000000E+000,-1.1131968E+001, 8.4426378E-005,-1.3284441E+001, 0.0000000E+000,-8.5301259E-001, 0.0000000E+000,-3.2771992E+000,-3.1871293E+000, 0.0000000E+000, 6.2307026E-004, 0.0000000E+000, 1.1274105E+004
 2.6700110E+002, 3.0612078E+001, 0.0000000E+000,-1.3658246E+001, 9.3162460E-007,-1.3174118E+001, 0.0000000E+000, 1.6380382E+000, 0.0000000E+000, 5.6096170E+000, 5.4177532E+000, 0.0000000E+000, 6.2500700E-004, 0.0000000E+000, 1.1308899E+004
 2.6800894E+002, 2.9913932E+001, 0.0000000E+000,-1.4691005E+001, 3.5325387E-005,-1.3136005E+001, 0.0000000E+000, 8.4746715E-001, 0.0000000E+000, 2.6863811E+000, 2.9344246E+000, 0.0000000E+000, 6.2679872E-004, 0.0000000E+000, 1.1325710E+004
 2.6900879E+002, 2.7237303E+001, 0.0000000E+000,-1.2834397E+001, 6.5252388E-005,-1.3116231E+001, 0.0000000E+000, 6.9174928E-001, 0.0000000E+000, 2.2709484E+000, 1.9784890E+000, 0.0000000E+000, 6.2673476E-004, 0.0000000E+000, 1.1340990E+004
 2.7001675E+002, 2.2589255E+001, 0.0000000E+000,-1.1553453E+001, 2.4000359E-006,-1.3164535E+001, 0.0000000E+000,-7.6196844E-001, 0.0000000E+000,-2.8610431E+000,-2.8906989E+000, 0.0000000E+000, 6.2492411E-004, 0.0000000E+000, 1.1324802E+004
 2.7100827E+002, 2.9471367E+001, 0.0000000E+000,-1.4058043E+001,-8.4042603E-006,-1.2935635E+001, 0.0000000E+000, 1.0252970E+000, 0.0000000E+000, 3.3572646E+000, 3.5029774E+000, 0.0000000E+000, 6.2258190E-004, 0.0000000E+000, 1.1345300E+004
 2.7200278E+002, 3.0688677E+001, 0.0000000E+000,-1.3453823E+001, 1.9844458E-006,-1.2926975E+001, 0.0000000E+000, 1.8248775E+000, 0.0000000E+000, 6.2284685E+000, 6.1327587E+000, 0.0000000E+000, 6.1974450E-004, 0.0000000E+000, 1.1383497E+004
 2.7300104E+002, 3.1523876E+001, 0.0000000E+000,-1.4152758E+001, 2.2446242E-005,-1.3152962E+001, 0.0000000E+000, 1.7607615E+000, 0.0000000E+000, 6.0240630E+000, 5.9789392E+000, 0.0000000E+000, 6.1671693E-004, 0.0000000E+000, 1.1420352E+004
 2.7401511E+002, 2.9462793E+001, 0.0000000E+000,-1.3550773E+001,-2.8742171E-005,-1.3302051E+001, 0.0000000E+000, 1.1446359E+000, 0.0000000E+000, 3.8713900E+000, 3.7545757E+000, 0.0000000E+000, 6.1347251E-004, 0.0000000E+000, 1.1444919E+004
 2.7500192E+002, 3.3716311E+001, 0.0000000E+000,-1.4816859E+001, 5.8093214E-005,-1.3186381E+001, 0.0000000E+000, 2.2593589E+000, 0.0000000E+000, 7.6443671E+000, 7.9724874E+000, 0.0000000E+000, 6.0848571E-004, 0.0000000E+000, 1.1490503E+004
 2.7600458E+002, 2.5300892E+001, 0.0000000E+000,-1.2192862E+001,-1.4814211E-005,-1.3266428E+001, 0.0000000E+000, 1.4559112E-001, 0.0000000E+000, 3.4226164E-001,-1.2822027E-002, 0.0000000E+000, 6.0191992E-004, 0.0000000E+000, 1.1494643E+004
 2.7701822E+002, 2.5439441E+001, 0.0000000E+000,-1.2442778E+001, 4.1213777E-005,-1.3235122E+001, 0.0000000E+000,-1.5346521E-002, 0.0000000E+000,-3.0852243E-001,-2.5376342E-001, 0.0000000E+000, 5.9317699E-004, 0.0000000E+000, 1.1494014E+004
 2.7801590E+002, 2.9290182E+001, 0.0000000E+000,-1.3962027E+001, 4.7734241E-005,-1.3118073E+001, 0.0000000E+000, 9.1014023E-001, 0.0000000E+000, 2.9786704E+000, 3.1202699E+000, 0.0000000E+000, 5.8256315E-004, 0.0000000E+000, 1.1512453E+004
 2.7900549E+002, 2.7071214E+001, 0.0000000E+000,-1.2804988E+001, 8.9461976E-005,-1.2967014E+001, 0.0000000E+000, 6.7433613E-001, 0.0000000E+000, 2.2476865E+000, 1.9736378E+000, 0.0000000E+000, 5.7244963E-004, 0.0000000E+000, 1.1527325E+004
 2.8000803E+002, 3.2299420E+001, 0.0000000E+000,-1.4752979E+001, 1.3567292E-005,-1.2903350E+001, 0.0000000E+000, 1.9468116E+000, 0.0000000E+000, 6.6804822E+000, 6.5899150E+000, 0.0000000E+000, 5.6278054E-004, 0.0000000E+000, 1.1568410E+004
 2.8100098E+002, 2.1779166E+001, 0.0000000E+000,-1.1392890E+001, 1.0408481E-005,-1.2897827E+001, 0.0000000E+000,-9.2256870E-001, 0.0000000E+000,-3.4508806E+000,-3.4341095E+000, 0.0000000E+000, 5.5344215E-004, 0.0000000E+000, 1.1549009E+004
 2.8201041E+002, 1.9404379E+001, 0.0000000E+000,-1.0634794E+001,-7.7661058E-006,-1.2910700E+001, 0.0000000E+000,-1.5323075E+000, 0.0000000E+000,-5.5161688E+000,-5.6734304E+000, 0.0000000E+000, 5.4441061E-004, 0.0000000E+000, 1.1516955E+004
 2.8300757E+002, 2.2387720E+001, 0.0000000E+000,-1.1785703E+001, 1.0590657E-005,-1.2949360E+001, 0.0000000E+000,-9.1646607E-001, 0.0000000E+000,-3.4839258E+000,-3.2637984E+000, 0.0000000E+000, 5.3656622E-004, 0.0000000E+000, 1.1496958E+004
 2.8400906E+002, 3.6659599E+001, 0.0000000E+000,-1.6289356E+001, 1.5198718E-005,-1.2913722E+001, 0.0000000E+000, 3.0534112E+000, 0.0000000E+000, 1.0590237E+001, 1.0509947E+001, 0.0000000E+000, 5.2991382E-004, 0.0000000E+000, 1.1561117E+004
 2.8500681E+002, 2.9653883E+001, 0.0000000E+000,-1.3639845E+001, 4.9628895E-005,-1.3090421E+001, 0.0000000E+000, 1.1843468E+000, 0.0000000E+000, 3.8081811E+000, 4.1080133E+000, 0.0000000E+000, 5.2420112E-004, 0.0000000E+000, 1.1584809E+004
 2.8601709E+002, 2.7311865E+001, 0.0000000E+000,-1.2877314E+001, 4.1472285E-005,-1.3159174E+001, 0.0000000E+000, 6.8294407E-001, 0.0000000E+000, 2.3395138E+000, 1.9583625E+000, 0.0000000E+000, 5.1932287E-004, 0.0000000E+000, 1.1600388E+004
 2.8700720E+002, 2.3556554E+001, 0.0000000E+000,-1.2071840E+001, 9.6497638E-005,-1.3243484E+001, 0.0000000E+000,-5.8050179E-001, 0.0000000E+000,-2.2348786E+000,-2.3391744E+000, 0.0000000E+000, 5.1446427E-004, 0.0000000E+000, 1.1588575E+004
 2.8800308E+002, 2.0577663E+001, 0.0000000E+000,-1.1012683E+001, 1.2920971E-004,-1.3165764E+001, 0.0000000E+000,-1.4687013E+000, 0.0000000E+000,-5.6708065E+000,-5.0693568E+000, 0.0000000E+000, 5.0967135E-004, 0.0000000E+000, 1.1555901E+004
 2.8900299E+002, 2.9075135E+001, 0.0000000E+000,-1.4708851E+001, 2.9814019E-005,-1.3041339E+001, 0.0000000E+000, 6.6175283E-001, 0.0000000E+000, 2.3797753E+000, 1.9867282E+000, 0.0000000E+000, 5.0622332E-004, 0.0000000E+000, 1.1570895E+004
 2.9000955E+002, 2.1798742E+001, 0.0000000E+000,-1.1644359E+001, 6.7489971E-005,-1.3087727E+001, 0.0000000E+000,-1.0802752E+000, 0.0000000E+000,-4.0396673E+000,-4.0135525E+000, 0.0000000E+000, 5.0408363E-004, 0.0000000E+000, 1.1547836E+004
 2.9101215E+002, 2.1643129E+001, 0.0000000E+000,-1.1454403E+001, 3.0658063E-005,-1.2987377E+001, 0.0000000E+000,-1.0662129E+000, 0.0000000E+000,-3.9655305E+000,-3.8648333E+000, 0.0000000E+000, 5.0319692E-004, 0.0000000E+000, 1.1524976E+004
 2.9201041E+002, 2.2186557E+001, 0.0000000E+000,-1.1836386E+001, 2.9327787E-005,-1.2786372E+001, 0.0000000E+000,-8.7186681E-001, 0.0000000E+000,-3.2283527E+000,-3.3080380E+000, 0.0000000E+000, 5.0346858E-004, 0.0000000E+000, 1.1506829E+004
 2.9302142E+002, 2.3254813E+001, 0.0000000E+000,-1.2178381E+001, 6.6131382E-005,-1.2693170E+001, 0.0000000E+000,-5.6544729E-001, 0.0000000E+000,-2.1685830E+000,-2.1821191E+000, 0.0000000E+000, 5.0369393E-004, 0.0000000E+000, 1.1494812E+004
 2.9402109E+002, 1.9285453E+001, 0.0000000E+000,-1.0618727E+001, 3.6429233E-005,-1.2492979E+001, 0.0000000E+000,-1.4366831E+000, 0.0000000E+000,-5.2436591E+000,-5.2628996E+000, 0.0000000E+000, 5.0387749E-004, 0.0000000E+000, 1.1464664E+004
 2.9500952E+002, 2.6507293E+001, 0.0000000E+000,-1.3193679E+001, 3.0224478E-005,-1.2439723E+001, 0.0000000E+000, 4.0330195E-001, 0.0000000E+000, 1.1684055E+000, 1.2772225E+000, 0.0000000E+000, 5.0311543E-004, 0.0000000E+000, 1.1472504E+004
 2.9601031E+002, 2.3035007E+001, 0.0000000E+000,-1.1681699E+001, 2.9691146E-005,-1.2315194E+001, 0.0000000E+000,-3.2728631E-001, 0.0000000E+000,-1.3072624E+000,-1.2891420E+000, 0.0000000E+000, 5.0151076E-004, 0.0000000E+000, 1.1465538E+004
 2.9702069E+002, 2.8373401E+001, 0.0000000E+000,-1.3544885E+001, 3.0135090E-005,-1.2364433E+001, 0.0000000E+000, 1.0505591E+000, 0.0000000E+000, 3.5507090E+000, 3.5146715E+000, 0.0000000E+000, 4.9891175E-004, 0.0000000E+000, 1.1487800E+004
 2.9801221E+002, 1.9775090E+001, 0.0000000E+000,-1.0711799E+001, 6.5605521E-005,-1.2446764E+001, 0.0000000E+000,-1.1866024E+000, 0.0000000E+000,-4.2846199E+000,-4.5700095E+000, 0.0000000E+000, 4.9543875E-004, 0.0000000E+000, 1.1464030E+004
 2.9902200E+002, 1.9559837E+001, 0.0000000E+000,-1.1158011E+001, 4.6323780E-005,-1.2501579E+001, 0.0000000E+000,-1.6162008E+000, 0.0000000E+000,-5.9226442E+000,-5.7159077E+000, 0.0000000E+000, 4.9154781E-004, 0.0000000E+000, 1.1429014E+004
 3.0000345E+002, 2.0497296E+001, 0.0000000E+000,-1.1003703E+001,-1.4193646E-005,-1.2427410E+001, 0.0000000E+000,-1.1033846E+000, 0.0000000E+000,-4.0597438E+000,-4.0372159E+000, 0.0000000E+000, 4.8729771E-004, 0.0000000E+000, 1.1406107E+004
 3.0100220E+002, 3.2431079E+001, 0.0000000E+000,-1.5127603E+001, 1.1178129E-004,-1.2538946E+001, 0.0000000E+000, 1.9632029E+000, 0.0000000E+000, 6.7688398E+000, 6.7278450E+000, 0.0000000E+000, 4.8236271E-004, 0.0000000E+000, 1.1447257E+004
 3.0201065E+002, 1.7367027E+001, 0.0000000E+000,-9.9048736E+000,-1.3786113E-005,-1.2721066E+001, 0.0000000E+000,-1.9705190E+000, 0.0000000E+000,-7.1039485E+000,-7.2294460E+000, 0.0000000E+000, 4.7671752E-004, 0.0000000E+000, 1.1405914E+004
 3.0302231E+002, 1.7553270E+001, 0.0000000E+000,-1.0512747E+001,-7.3269731E-006,-1.2717125E+001, 0.0000000E+000,-2.2462827E+000, 0.0000000E+000,-8.1659951E+000,-7.9228919E+000, 0.0000000E+000, 4.7055694E-004, 0.0000000E+000, 1.1357317E+004
 3.0401453E+002, 2.7554762E+001, 0.0000000E+000,-1.3333208E+001,-1.1712120E-006,-1.2656789E+001, 0.0000000E+000, 6.5441920E-001, 0.0000000E+000, 2.1482281E+000, 2.2191835E+000, 0.0000000E+000, 4.6408157E-004, 0.0000000E+000, 1.1370579E+004
