s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_HEPTAN_SURROGATE,MLR_PRODUCTS,ZONE_1
 3.0501617E+002, 1.8318566E+001, 0.0000000E+000,-1.0162145E+001, 1.3740951E-005,-1.2524935E+001, 0.0000000E+000,-1.6174988E+000, 0.0000000E+000,-5.8372922E+000,-5.9859995E+000, 0.0000000E+000, 4.5787742E-004, 0.0000000E+000, 1.1337050E+004
 3.0601517E+002, 2.0269363E+001, 0.0000000E+000,-1.1112538E+001, 3.8135462E-006,-1.2519228E+001, 0.0000000E+000,-1.2525202E+000, 0.0000000E+000,-4.5384802E+000,-4.6149189E+000, 0.0000000E+000, 4.5190556E-004, 0.0000000E+000, 1.1310946E+004
 3.0701453E+002, 2.1437518E+001, 0.0000000E+000,-1.1754461E+001, 3.0229801E-006,-1.2472921E+001, 0.0000000E+000,-1.0441568E+000, 0.0000000E+000,-3.8559336E+000,-3.8340181E+000, 0.0000000E+000, 4.4553018E-004, 0.0000000E+000, 1.1288848E+004
 3.0801306E+002, 2.1984302E+001, 0.0000000E+000,-1.1086296E+001,-3.8729707E-006,-1.2314889E+001, 0.0000000E+000,-4.7448352E-001, 0.0000000E+000,-1.8453326E+000,-1.8913709E+000, 0.0000000E+000, 4.3885616E-004, 0.0000000E+000, 1.1278993E+004
 3.0900598E+002, 3.1211785E+001, 0.0000000E+000,-1.4447247E+001, 4.6014027E-005,-1.2349544E+001, 0.0000000E+000, 1.8306137E+000, 0.0000000E+000, 6.3148965E+000, 6.2456537E+000, 0.0000000E+000, 4.3241703E-004, 0.0000000E+000, 1.1317212E+004
 3.1001230E+002, 2.1987889E+001, 0.0000000E+000,-1.1528059E+001, 2.6991547E-005,-1.2413660E+001, 0.0000000E+000,-7.3197099E-001, 0.0000000E+000,-2.7807850E+000,-2.6857737E+000, 0.0000000E+000, 4.2622162E-004, 0.0000000E+000, 1.1301255E+004
 3.1101080E+002, 2.0835052E+001, 0.0000000E+000,-1.1516661E+001, 2.0164876E-004,-1.2466782E+001, 0.0000000E+000,-1.1340602E+000, 0.0000000E+000,-4.1462985E+000,-4.2822504E+000, 0.0000000E+000, 4.2141027E-004, 0.0000000E+000, 1.1277927E+004
 3.1201315E+002, 1.5888872E+001, 0.0000000E+000,-9.5997860E+000,-2.2677355E-005,-1.2434482E+001, 0.0000000E+000,-2.3912115E+000, 0.0000000E+000,-8.6561164E+000,-8.5366304E+000, 0.0000000E+000, 4.1790976E-004, 0.0000000E+000, 1.1227165E+004
 3.1300089E+002, 2.5137637E+001, 0.0000000E+000,-1.3074040E+001, 8.5576296E-006,-1.2397866E+001, 0.0000000E+000,-6.5251722E-002, 0.0000000E+000,-3.4251697E-001,-3.9951254E-001, 0.0000000E+000, 4.1519371E-004, 0.0000000E+000, 1.1225874E+004
 3.1400705E+002, 1.8676347E+001, 0.0000000E+000,-1.0737563E+001, 8.6623786E-005,-1.2304073E+001, 0.0000000E+000,-1.6838188E+000, 0.0000000E+000,-6.1495726E+000,-6.0490212E+000, 0.0000000E+000, 4.1312317E-004, 0.0000000E+000, 1.1189875E+004
 3.1501556E+002, 2.2647841E+001, 0.0000000E+000,-1.2080234E+001, 2.3685401E-004,-1.2131131E+001, 0.0000000E+000,-6.6633152E-001, 0.0000000E+000,-2.7319542E+000,-2.2296186E+000, 0.0000000E+000, 4.1161896E-004, 0.0000000E+000, 1.1174055E+004
 3.1601312E+002, 1.5605363E+001, 0.0000000E+000,-9.3558330E+000, 1.0488018E-004,-1.1966023E+001, 0.0000000E+000,-2.1333806E+000, 0.0000000E+000,-7.6844365E+000,-7.8497687E+000, 0.0000000E+000, 4.1066919E-004, 0.0000000E+000, 1.1130000E+004
 3.1702362E+002, 1.9791654E+001, 0.0000000E+000,-1.1195490E+001, 1.1352894E-004,-1.1937053E+001, 0.0000000E+000,-1.2409833E+000, 0.0000000E+000,-4.4598144E+000,-4.5817592E+000, 0.0000000E+000, 4.0753577E-004, 0.0000000E+000, 1.1103956E+004
 3.1801645E+002, 1.9621899E+001, 0.0000000E+000,-1.1165301E+001, 9.4221453E-005,-1.1802001E+001, 0.0000000E+000,-1.2819898E+000, 0.0000000E+000,-4.7090720E+000,-4.6272987E+000, 0.0000000E+000, 4.0245736E-004, 0.0000000E+000, 1.1076864E+004
 3.1901019E+002, 1.9092758E+001, 0.0000000E+000,-1.1010070E+001,-3.1480349E-006,-1.1708651E+001, 0.0000000E+000,-1.4241390E+000, 0.0000000E+000,-5.2251079E+000,-5.0501045E+000, 0.0000000E+000, 3.9370973E-004, 0.0000000E+000, 1.1046370E+004
 3.2000336E+002, 1.8285799E+001, 0.0000000E+000,-1.0262009E+001, 1.1661142E-004,-1.1637104E+001, 0.0000000E+000,-1.3990942E+000, 0.0000000E+000,-5.1517059E+000,-5.0122919E+000, 0.0000000E+000, 3.8163523E-004, 0.0000000E+000, 1.1016673E+004
 3.2100919E+002, 1.7391067E+001, 0.0000000E+000,-1.0233261E+001, 3.2370452E-005,-1.1599848E+001, 0.0000000E+000,-1.6515769E+000, 0.0000000E+000,-5.9241815E+000,-6.0935867E+000, 0.0000000E+000, 3.6765087E-004, 0.0000000E+000, 1.0982366E+004
 3.2200797E+002, 2.0420279E+001, 0.0000000E+000,-1.1536458E+001,-1.8465007E-005,-1.1603258E+001, 0.0000000E+000,-1.1033111E+000, 0.0000000E+000,-4.0896688E+000,-3.8227667E+000, 0.0000000E+000, 3.5190457E-004, 0.0000000E+000, 1.0958144E+004
 3.2301285E+002, 1.1080854E+001, 0.0000000E+000,-8.1360769E+000, 5.0122665E-005,-1.1534995E+001, 0.0000000E+000,-3.3077326E+000, 0.0000000E+000,-1.1820983E+001,-1.1897900E+001, 0.0000000E+000, 3.3403719E-004, 0.0000000E+000, 1.0888702E+004
 3.2400546E+002, 1.7935361E+001, 0.0000000E+000,-1.0562052E+001, 1.6348159E-004,-1.1557662E+001, 0.0000000E+000,-1.5923013E+000, 0.0000000E+000,-5.7840587E+000,-5.7764904E+000, 0.0000000E+000, 3.1427721E-004, 0.0000000E+000, 1.0855495E+004
 3.2501334E+002, 1.1839268E+001, 0.0000000E+000,-8.4101345E+000, 2.4160199E-004,-1.1342289E+001, 0.0000000E+000,-3.1554319E+000, 0.0000000E+000,-1.1347662E+001,-1.1068346E+001, 0.0000000E+000, 2.9366631E-004, 0.0000000E+000, 1.0787889E+004
 3.2600690E+002, 1.5867107E+001, 0.0000000E+000,-1.0253980E+001, 1.1308847E-004,-1.1284082E+001, 0.0000000E+000,-2.1848435E+000, 0.0000000E+000,-7.7856697E+000,-7.8556843E+000, 0.0000000E+000, 2.7256797E-004, 0.0000000E+000, 1.0742552E+004
 3.2702396E+002, 1.1700630E+001, 0.0000000E+000,-8.7740683E+000, 1.3549678E-004,-1.1121192E+001, 0.0000000E+000,-3.2034259E+000, 0.0000000E+000,-1.1376868E+001,-1.1397920E+001, 0.0000000E+000, 2.4954618E-004, 0.0000000E+000, 1.0674205E+004
 3.2800833E+002, 1.1792720E+001, 0.0000000E+000,-8.9180805E+000, 3.1975278E-005,-1.0976143E+001, 0.0000000E+000,-3.1562446E+000, 0.0000000E+000,-1.1206807E+001,-1.1257716E+001, 0.0000000E+000, 2.2522323E-004, 0.0000000E+000, 1.0608974E+004
 3.2900690E+002, 1.1789939E+001, 0.0000000E+000,-8.9188744E+000, 9.7207364E-005,-1.0864800E+001, 0.0000000E+000,-3.0849228E+000, 0.0000000E+000,-1.0878969E+001,-1.1078561E+001, 0.0000000E+000, 1.9932949E-004, 0.0000000E+000, 1.0544966E+004
 3.3001749E+002, 9.1483752E+000, 0.0000000E+000,-7.8793695E+000, 1.3643597E-004,-1.0706757E+001, 0.0000000E+000,-3.7378516E+000, 0.0000000E+000,-1.3349970E+001,-1.3175466E+001, 0.0000000E+000, 1.7167713E-004, 0.0000000E+000, 1.0465195E+004
 3.3100607E+002, 8.1777979E+000, 0.0000000E+000,-7.6336035E+000, 2.6778410E-004,-1.0533800E+001, 0.0000000E+000,-3.9401691E+000, 0.0000000E+000,-1.4019093E+001,-1.3929507E+001, 0.0000000E+000, 1.4253780E-004, 0.0000000E+000, 1.0383266E+004
 3.3201065E+002, 7.2690496E+000, 0.0000000E+000,-7.5246081E+000, 7.0068385E-005,-1.0352182E+001, 0.0000000E+000,-4.1819543E+000, 0.0000000E+000,-1.4734433E+001,-1.4789624E+001, 0.0000000E+000, 1.1185038E-004, 0.0000000E+000, 1.0295325E+004
 3.3302008E+002, 4.7798162E+000, 0.0000000E+000,-6.8092619E+000, 3.8655846E-004,-1.0136306E+001, 0.0000000E+000,-4.8096224E+000, 0.0000000E+000,-1.7070546E+001,-1.6974987E+001, 0.0000000E+000, 7.9087464E-005, 0.0000000E+000, 1.0193282E+004
 3.3400876E+002, 4.2674403E+000, 0.0000000E+000,-6.7175572E+000, 2.3579132E-004,-9.9104227E+000, 0.0000000E+000,-4.9002298E+000, 0.0000000E+000,-1.7350096E+001,-1.7260534E+001, 0.0000000E+000, 4.5005701E-005, 0.0000000E+000, 1.0091367E+004
 3.3504840E+002, 1.8388047E+000, 0.0000000E+000,-5.9388343E+000, 2.9689498E-004,-9.6549950E+000, 0.0000000E+000,-5.4447558E+000, 0.0000000E+000,-1.9262735E+001,-1.9199484E+001, 0.0000000E+000, 1.3185934E-005, 0.0000000E+000, 9.9725095E+003
 3.3600421E+002, 4.7902868E-001, 0.0000000E+000,-5.4254162E+000,-5.3366281E-005,-9.3316568E+000, 0.0000000E+000,-5.6515325E+000, 0.0000000E+000,-1.9956621E+001,-1.9929630E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8590759E+003
 3.3705215E+002, 2.7103098E-003, 0.0000000E+000,-5.1613025E+000,-7.9368635E-006,-9.0299770E+000, 0.0000000E+000,-5.6154169E+000, 0.0000000E+000,-1.9818624E+001,-1.9803994E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.7355254E+003
 3.3805295E+002, 3.1160710E-007, 0.0000000E+000,-5.1031349E+000, 3.4200402E-006,-8.7624773E+000, 0.0000000E+000,-5.4882924E+000, 0.0000000E+000,-1.9372516E+001,-1.9353901E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6201828E+003
 3.3906540E+002, 0.0000000E+000, 0.0000000E+000,-5.0284658E+000,-1.4268832E-005,-8.5342619E+000, 0.0000000E+000,-5.3692661E+000, 0.0000000E+000,-1.8949426E+001,-1.8932008E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5060287E+003
 3.4003583E+002, 0.0000000E+000, 0.0000000E+000,-4.9586675E+000,-5.6731577E-006,-8.3526742E+000, 0.0000000E+000,-5.2708490E+000, 0.0000000E+000,-1.8604708E+001,-1.8582196E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3986097E+003
 3.4105707E+002, 0.0000000E+000, 0.0000000E+000,-4.8893821E+000, 4.2916991E-007,-8.1092709E+000, 0.0000000E+000,-5.1449892E+000, 0.0000000E+000,-1.8158189E+001,-1.8143642E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2882734E+003
 3.4201569E+002, 0.0000000E+000, 0.0000000E+000,-4.8213457E+000,-8.1861599E-006,-7.9575815E+000, 0.0000000E+000,-5.0602190E+000, 0.0000000E+000,-1.7853143E+001,-1.7839154E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1864253E+003
 3.4302866E+002, 0.0000000E+000, 0.0000000E+000,-4.7547845E+000, 4.2405283E-006,-7.7562776E+000, 0.0000000E+000,-4.9534194E+000, 0.0000000E+000,-1.7487364E+001,-1.7464477E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0810324E+003
 3.4404874E+002, 0.0000000E+000, 0.0000000E+000,-4.6883882E+000,-3.9240538E-006,-7.5725700E+000, 0.0000000E+000,-4.8540090E+000, 0.0000000E+000,-1.7126342E+001,-1.7114971E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9770729E+003
 3.4500735E+002, 0.0000000E+000, 0.0000000E+000,-4.6256132E+000,-1.3824127E-006,-7.4469817E+000, 0.0000000E+000,-4.7814797E+000, 0.0000000E+000,-1.6873923E+001,-1.6854076E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8808188E+003
 3.4604056E+002, 0.0000000E+000, 0.0000000E+000,-4.5638084E+000, 6.6781494E-007,-7.2600084E+000, 0.0000000E+000,-4.6803321E+000, 0.0000000E+000,-1.6514389E+001,-1.6504148E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7792861E+003
 3.4704001E+002, 0.0000000E+000, 0.0000000E+000,-4.5019916E+000, 4.0832192E-008,-7.1496199E+000, 0.0000000E+000,-4.6132496E+000, 0.0000000E+000,-1.6275677E+001,-1.6264861E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6824852E+003
 3.4804263E+002, 0.0000000E+000, 0.0000000E+000,-4.4441484E+000,-1.3000770E-008,-7.0530452E+000, 0.0000000E+000,-4.5517159E+000, 0.0000000E+000,-1.6055993E+001,-1.6048910E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5866906E+003
 3.4905014E+002, 0.0000000E+000, 0.0000000E+000,-4.3852629E+000, 1.0351550E-007,-6.9747936E+000, 0.0000000E+000,-4.4977832E+000, 0.0000000E+000,-1.5866172E+001,-1.5857840E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4915616E+003
 3.5001910E+002, 0.0000000E+000, 0.0000000E+000,-4.3270610E+000,-2.7488472E-007,-6.9100376E+000, 0.0000000E+000,-4.4495367E+000, 0.0000000E+000,-1.5694972E+001,-1.5686636E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4010583E+003
 3.5103650E+002, 0.0000000E+000, 0.0000000E+000,-4.2713736E+000,-7.1994119E-007,-6.8615126E+000, 0.0000000E+000,-4.4094889E+000, 0.0000000E+000,-1.5550667E+001,-1.5542376E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3068955E+003
 3.5207501E+002, 0.0000000E+000, 0.0000000E+000,-4.2145785E+000, 4.7793719E-007,-6.7962835E+000, 0.0000000E+000,-4.3619476E+000, 0.0000000E+000,-1.5390335E+001,-1.5372809E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2117818E+003
 3.5303360E+002, 0.0000000E+000, 0.0000000E+000,-4.1588649E+000,-4.3309913E-007,-6.6649346E+000, 0.0000000E+000,-4.2852514E+000, 0.0000000E+000,-1.5117249E+001,-1.5109051E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1255367E+003
 3.5407211E+002, 0.0000000E+000, 0.0000000E+000,-4.1049965E+000,-1.2929195E-006,-6.5944612E+000, 0.0000000E+000,-4.2381766E+000, 0.0000000E+000,-1.4947632E+001,-1.4937636E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0331438E+003
 3.5503073E+002, 0.0000000E+000, 0.0000000E+000,-4.0528888E+000,-1.7604570E-008,-6.5151566E+000, 0.0000000E+000,-4.1868965E+000, 0.0000000E+000,-1.4772878E+001,-1.4754942E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9488635E+003
 3.5606921E+002, 0.0000000E+000, 0.0000000E+000,-3.9990389E+000, 1.8592423E-007,-6.3673150E+000, 0.0000000E+000,-4.1044296E+000, 0.0000000E+000,-1.4479658E+001,-1.4470783E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8593666E+003
 3.5703235E+002, 0.0000000E+000, 0.0000000E+000,-3.9474924E+000,-2.4207156E-007,-6.2755621E+000, 0.0000000E+000,-4.0486689E+000, 0.0000000E+000,-1.4281095E+001,-1.4271724E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7775024E+003
 3.5807083E+002, 0.0000000E+000, 0.0000000E+000,-3.8961169E+000, 3.9211318E-007,-6.1715697E+000, 0.0000000E+000,-3.9870177E+000, 0.0000000E+000,-1.4064898E+001,-1.4054704E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6905646E+003
 3.5902945E+002, 0.0000000E+000, 0.0000000E+000,-3.8457309E+000,-3.9367507E-007,-6.0711320E+000, 0.0000000E+000,-3.9272020E+000, 0.0000000E+000,-1.3852528E+001,-1.3844065E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6115255E+003
 3.6000000E+002, 0.0000000E+000, 0.0000000E+000,-3.7991356E+000,-9.2498099E-007,-5.9914741E+000, 0.0000000E+000,-3.8782532E+000, 0.0000000E+000,-1.3677824E+001,-1.3668864E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5325086E+003
